Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn
Adelomyia melanogenys	35.2	85	0.0752358490566038	50	3	0.930028559771522	0.0699714402284782
Aegithalos caudatus	58	58	0.222222222222222	6.5	1	0.818181818181818	0.181818181818182
Aegithalos concinnus	41.6666666666667	125	0.0560796645702306	49	3	0.946428571428571	0.0535714285714286
Aethopyga pulcherrima	48.9444444444444	383	0.123076923076923	64	8	0.89041095890411	0.10958904109589
Agelaius phoeniceus	39.375	63	0.444444444444444	5.5	3	0.67948717948718	0.32051282051282
Agkistrodon contortrix	61.3333333333333	184	0.266666666666667	8	3	0.75	0.25
Agkistrodon piscivorus	46	183	0.18543956043956	24	4	0.836021505376344	0.163978494623656
Agonostomus monticola	36.8571428571429	222	0.0985915492957746	71	7	0.91025641025641	0.0897435897435897
Ailuropoda melanoleuca	21	42	0.333333333333333	4	2	0.75	0.25
Akodon montensis	35.3333333333333	79	0.214285714285714	15	3	0.823529411764706	0.176470588235294
Akodon spegazzinii	21.6666666666667	64	0.142857142857143	14	3	0.875	0.125
Alauda arvensis	46.8571428571429	270	0.105263157894737	55	6	0.904761904761905	0.0952380952380952
Alectoris chukar	56	0	0	4	0	1	0
Alectoris rufa	60	60	0.5	2	1	0.666666666666667	0.333333333333333
Alethe poliocephala	38.8333333333333	238	0.114285714285714	44	6	0.897435897435897	0.102564102564103
Alophoixus pallidus	27.25	21	0.333333333333333	4	1	0.75	0.25
Alosa alosa	18	15	0.142857142857143	7	1	0.875	0.125
Alosa fallax	21	21	0.125	6.5	1	0.888888888888889	0.111111111111111
Alosa sapidissima	21	0	0	6	0	1	0
Alouatta belzebul	81	22	0.0909090909090909	8	1	0.916666666666667	0.0833333333333333
Alouatta caraya	41.6666666666667	33	0.25	4.5	1	0.775	0.225
Alouatta guariba	52.75	160	0.422222222222222	9	3	0.692307692307692	0.307692307692308
Alouatta seniculus	70.9166666666667	162	0.666666666666667	2	2	0.6	0.4
Alticus arnoldorum	64	64	0.666666666666667	2	1	0.5	0.5
Amatitlania nigrofasciata	35.3333333333333	57	0.25	9	2	0.8	0.2
Amazona ochrocephala	62.875	166.5	0.289915966386555	11	3	0.769230769230769	0.230769230769231
Amblysomus hottentotus	40.5	204	0.126136363636364	45	5	0.887096774193548	0.112903225806452
Ambystoma barbouri	29.3333333333333	88	0.0483870967741935	54	3	0.953846153846154	0.0461538461538462
Amolops mantzorum	39.5	158	0.142857142857143	23	4	0.875	0.125
Amyda cartilaginea	39.3333333333333	236	0.214285714285714	25	6	0.823529411764706	0.176470588235294
Anabas testudineus	47.7777777777778	92	0.5	4	2	0.666666666666667	0.333333333333333
Anaecypris hispanica	81	81	0.166666666666667	10	1	0.857142857142857	0.142857142857143
Anarhichas lupus	21	21	0.5	2	1	0.666666666666667	0.333333333333333
Anas crecca	80.6	0	0	2	0	1	0
Anas platyrhynchos	53.3333333333333	160	0.5	4	2	0.666666666666667	0.333333333333333
Anas poecilorhyncha	60.5454545454545	511	1	5	8	0.5	0.5
Andinoacara coeruleopunctatus	22.5	24	0.0697115384615385	20	1	0.928571428571429	0.0714285714285714
Andrias davidianus	49.5	274.5	0.41640866873065	14.5	5	0.701851851851852	0.298148148148148
Anguilla anguilla	51	21	0.227272727272727	5.5	1	0.811253561253561	0.188746438746439
Anguilla australis_australis	21	21	0.333333333333333	3	1	0.75	0.25
Anguilla australis_schmidti	21	21	0.5	2	1	0.666666666666667	0.333333333333333
Anguilla bicolor_bicolor	82	143	0.142857142857143	5	1	0.875	0.125
Anguilla bicolor_pacifica	82	0	0	4	0	1	0
Anguilla celebesensis	51	0	0	7	0	1	0
Anguilla japonica	23	23	0.25	3	1	0.8	0.2
Anguilla luzonensis	60	0	0	4	0	1	0
Anguilla marmorata	22	21	0.166666666666667	5	1	0.857142857142857	0.142857142857143
Anguilla rostrata	57	21	0.166666666666667	7	1	0.857142857142857	0.142857142857143
Anguis cephallonica	51.0363636363636	137	0.654761904761905	3	2	0.583333333333333	0.416666666666667
Anguis fragilis	NA	0	0	3	0	1	0
Anniella pulchra	55.5	924	0.32	50	16	0.757575757575758	0.242424242424242
Anodorhynchus hyacinthinus	58	58	0.75	1	1	0.5	0.5
Anolis allisoni	47.25	1226	0.311111111111111	87	26	0.76271186440678	0.23728813559322
Anolis allogus	51.8333333333333	1212	0.236842105263158	108	25	0.808510638297872	0.191489361702128
Anolis carolinensis	64.1428571428571	499	0.244897959183673	48	9	0.80327868852459	0.19672131147541
Anolis homolechis	26.3333333333333	105	0.131578947368421	34	4	0.883720930232558	0.116279069767442
Anolis jubar	47.8461538461538	861	0.184466019417476	95	17	0.844262295081967	0.155737704918033
Anolis porcatus	47.3571428571429	1162	0.262135922330097	92	25	0.792307692307692	0.207692307692308
Anolis sagrei	38.0333333333333	478	0.205882352941176	71	14	0.829268292682927	0.170731707317073
Anourosorex squamipes	33	42	0.0555555555555556	25.5	1	0.947368421052632	0.0526315789473684
Anser anser	56	81	0.666666666666667	2	2	0.585714285714286	0.414285714285714
Anser cygnoides	27.5	53	0.416666666666667	1	1	0.5	0.5
Ansonia muelleri	25.9571428571428	170.5	0.25	26	6	0.8	0.2
Aotus nancymaae	NA	0	0	4	0	1	0
Aphanius anatoliae	48.2727272727273	215	0.132352941176471	14	3	0.88	0.12
Aphanius iberus	81.4	407	0.305555555555556	1	5	0.166666666666667	0.833333333333333
Apodemus agrarius	47	42	0.2	4	1	0.833333333333333	0.166666666666667
Apodemus argenteus	21	21	0.0303030303030303	18	1	0.970588235294118	0.0294117647058824
Apodemus chejuensis	21	42	0.2	7	2	0.833333333333333	0.166666666666667
Apodemus chevrieri	34	144	0.122448979591837	44	5	0.890909090909091	0.109090909090909
Apodemus draco	51	132	0.109126984126984	25	2	0.901612903225806	0.0983870967741935
Apodemus flavicollis	35.5	71	0.2	9	2	0.833333333333333	0.166666666666667
Apodemus ilex	21	63	0.125	25	3	0.888888888888889	0.111111111111111
Apodemus latronum	36.8571428571429	109	0.115384615384615	22	2	0.896551724137931	0.103448275862069
Apodemus peninsulae	81	155	0.2	7	2	0.833333333333333	0.166666666666667
Apodemus speciosus	21	42	0.142857142857143	11	1	0.875	0.125
Apodemus sylvaticus	21	21	0.0769230769230769	6	1	0.928571428571429	0.0714285714285714
Apteronotus albifrons	58.1666666666667	40.5	0.0384615384615385	23.5	1	0.961481481481481	0.0385185185185185
Apteryx australis	47	103	0.25	11	2	0.8	0.2
Arapaima gigas	61.5	58	0.25	3	1	0.8	0.2
Arctocephalus forsteri	52.6666666666667	83	0.166666666666667	12	2	0.857142857142857	0.142857142857143
Arremon aurantiirostris	50.3636363636364	533	0.164179104477612	65	10	0.858974358974359	0.141025641025641
Artamus personatus	39.5	79	0.4	6	2	0.714285714285714	0.285714285714286
Artamus superciliosus	39.5	58	0.142857142857143	7	1	0.875	0.125
Artibeus cinereus	39	60	0.25	6	2	0.8	0.2
Artibeus fimbriatus	21	15	0.0344827586206897	17	1	0.966666666666667	0.0333333333333333
Artibeus glaucus	27.25	123	0.0428571428571429	85	3	0.958904109589041	0.0410958904109589
Artibeus intermedius	45	45	0.0714285714285714	13	1	0.933333333333333	0.0666666666666667
Artibeus jamaicensis	33.5	65	0.04	32	1	0.961538461538462	0.0384615384615385
Artibeus lituratus	46	0	0	18	0	1	0
Artibeus obscurus	39.5	67	0.0512820512820513	26	1	0.951219512195122	0.0487804878048781
Artibeus phaeotis	58	58	0.142857142857143	4	1	0.875	0.125
Artibeus planirostris	51	81	0.0555555555555556	20	1	0.947368421052632	0.0526315789473684
Aspidomorphus lineaticollis	51.8636363636364	1141	0.254787406686141	79	22	0.796949082663368	0.203050917336632
Astyanax aeneus	41	79	0.333333333333333	9	2	0.75	0.25
Ateles belzebuth	50.5	116	0.26969696969697	8.5	3	0.787593984962406	0.212406015037594
Atherinomorus endrachtensis	22	21	0.0769230769230769	2	1	0.916666666666667	0.0833333333333333
Automolus rubiginosus	21.3333333333333	53.5	0.118055555555556	20	2.5	0.894444444444444	0.105555555555556
Auxis rochei	83.6666666666667	0	0	13	0	1	0
Auxis thazard	21	0	0	5	0	1	0
Avahi laniger	59.3333333333333	178	0.324324324324324	9.5	3	0.752551020408163	0.247448979591837
Balaena mysticetus	22	22	0.333333333333333	3	1	0.75	0.25
Balaenoptera physalus	56.6	21	0.117647058823529	4	1	0.878676470588235	0.121323529411765
Bambusicola thoracicus	58	63	0.12	25	2	0.892857142857143	0.107142857142857
Bandicota indica	34	22	0.00735294117647059	28	1	0.992700729927007	0.0072992700729927
Barbatula barbatula	34.5714285714286	159	0.0895522388059701	66	6	0.917808219178082	0.0821917808219178
Barbatula vardarensis	62	196.5	0.263157894736842	16	3	0.791666666666667	0.208333333333333
Barbus barbus	58	58	0.5	2	1	0.666666666666667	0.333333333333333
Barbus plebejus	15	15	0	1	1	0.666666666666667	0.333333333333333
Barbus rebeli	21	105	0.119047619047619	41	5	0.893617021276596	0.106382978723404
Barisia imbricata	40.7	334	0.220867208672087	42	9	0.818181818181818	0.181818181818182
Basileuterus tristriatus	56.75	81	0.0571428571428571	35	2	0.945945945945946	0.0540540540540541
Bathygobius geminatus	19.3333333333333	0	0	8	0	1	0
Bathygobius soporator	33.5	21	0.0714285714285714	14	1	0.933333333333333	0.0666666666666667
Bison bison	67	81	0.5	2	1	0.6	0.4
Bison bonasus	58.6	42	0.0666666666666667	14	1	0.936491935483871	0.063508064516129
Bison priscus	58	0	0	4	0	1	0
Biwia zezera	26.5	21	0.0307765151515152	28	1	0.96969696969697	0.0303030303030303
Blarina brevicauda	39.5	84	0.142857142857143	16	2	0.875	0.125
Blarinella griselda	21.75	21	0.0172413793103448	54	1	0.983050847457627	0.0169491525423729
Boa constrictor	38.6666666666667	150	0.2	7	3	0.833333333333333	0.166666666666667
Boleophthalmus pectinirostris	60.25	99	0.181818181818182	7	1	0.846153846153846	0.153846153846154
Bombina bombina	39.5	21	0.142857142857143	6	1	0.875	0.125
Bombina maxima	55.2	105	0.19375	8	2	0.837719298245614	0.162280701754386
Bombina variegata	27.2	78	0.0740740740740741	75	4	0.931034482758621	0.0689655172413793
Boops boops	19	0	0	6	0	1	0
Bos frontalis	40.0576923076923	331.5	0.188405797101449	67	8	0.83641975308642	0.16358024691358
Bos grunniens	48.5	42	0.25	3	1	0.8	0.2
Bos indicus	25.375	84	0.296703296703297	10	3	0.764705882352941	0.235294117647059
Bos taurus	42.1	21	0.142857142857143	2	1	0.833333333333333	0.166666666666667
Brachyhypopomus occidentalis	46.6	218	0.307692307692308	14	4	0.757352941176471	0.242647058823529
Brachymeles bonitae	46.5723981900452	448	0.166666666666667	65.5	11	0.854497354497354	0.145502645502645
Brachymeles boulengeri	33.3333333333333	298	0.100724637681159	88	8	0.907894736842105	0.0921052631578947
Brachymeles gracilis	39.5	358	0.111111111111111	75	9	0.9	0.1
Brachymeles schadenbergi	51.4444444444444	143.5	0.219512195121951	13	3	0.82	0.18
Brachymystax lenok	42.75	79	0.075	39	2	0.928571428571429	0.0714285714285714
Brachyphylla cavernarum	42.5	64	1	1	1	0.5	0.5
Branchiostoma belcheri	32	37	0.25	6.5	2	0.8	0.2
Branchiostoma floridae	41	21	0.0769230769230769	11	1	0.928571428571429	0.0714285714285714
Branchiostoma lanceolatum	40.6176470588236	36	0.179775280898876	7	1	0.844339622641509	0.155660377358491
Brienomyrus sp	43.6666666666667	174	0.106060606060606	25	3	0.904109589041096	0.0958904109589041
Bronchocela cristatella	50.3333333333333	302	0.206896551724138	25	6	0.828571428571429	0.171428571428571
Brotogeris cyanoptera	38.875	21	0.291666666666667	4	1	0.775	0.225
Bubalus bubalis	40.9	21	0.0769230769230769	5	1	0.925925925925926	0.0740740740740741
Buergeria buergeri	48.7368421052632	870	0.253012048192771	72	19	0.798076923076923	0.201923076923077
Bungarus candidus	81	81	0.0454545454545455	19	1	0.956521739130435	0.0434782608695652
Cacajao calvus	68	74	0.179487179487179	24	1	0.838709677419355	0.161290322580645
Caiman crocodilus	62.9083333333333	119.5	0.636363636363636	2	2	0.596749226006192	0.403250773993808
Calliope calliope	22	22	0.291666666666667	3	1	0.75	0.25
Callisaurus draconoides	41.3333333333333	195	0.173913043478261	34	6	0.851851851851852	0.148148148148148
Callosciurus erythraeus	46.7424242424242	400	0.126984126984127	82	9	0.887323943661972	0.112676056338028
Calomys callosus	41.3666666666666	112	0.240384615384615	4	2	0.80625	0.19375
Calomys expulsus	21	22	0.125	14	1	0.888888888888889	0.111111111111111
Calotes versicolor	39.5	58	0.333333333333333	11	2	0.75	0.25
Camelus bactrianus	71.75	155	0.333333333333333	3	2	0.75	0.25
Camelus dromedarius	86.5	95	0.25	2	1	0.8	0.2
Campethera caroli	58	58	0.117647058823529	2	1	0.894736842105263	0.105263157894737
Campethera nivosa	33.6666666666667	0	0	4	0	1	0
Campostoma anomalum	34.8375	157.5	0.0666666666666667	95	6	0.9375	0.0625
Campostoma oligolepis	33.3333333333333	135	0.0666666666666667	27	4	0.9375	0.0625
Campostoma ornatum	35.3333333333333	105	0.107142857142857	28	3	0.903225806451613	0.0967741935483871
Campylomormyrus compressirostris	44.6666666666667	81	0.285714285714286	6	1	0.75	0.25
Campylomormyrus numenius	52.6666666666667	158	0.348484848484849	9	3	0.733333333333333	0.266666666666667
Candidia barbatus	33.9160839160839	350	0.144578313253012	82	10	0.873684210526316	0.126315789473684
Canis aureus	33.3333333333333	64	0.133333333333333	16	2	0.882352941176471	0.117647058823529
Canis latrans	53	0	0	3	0	1	0
Canis lupus	21	0	0	4	0	1	0
Canis lupus_familiaris	51.5	0	0	3	0	1	0
Capra aegagrus	58	137	0.0983870967741935	30	2	0.909090909090909	0.0909090909090909
Capra hircus	51.75	0	0	3	0	1	0
Capra sibirica	50	29	0.00649350649350649	49.5	0.5	0.993589743589744	0.00641025641025641
Capreolus capreolus	50	99	0.109126984126984	14	2	0.9	0.1
Capreolus pygargus	81	81	0.105555555555556	9	1	0.9	0.1
Carasobarbus fritschii	22.8333333333333	21	0.16025641025641	6	1	0.861904761904762	0.138095238095238
Carassius auratus	41.6904761904762	58	0.0926654740608229	14	1	0.91010101010101	0.0898989898989899
Carassius auratus_auratus	48	142.5	0.166666666666667	15	2	0.857142857142857	0.142857142857143
Carassius gibelio	46	56	0.146428571428571	12	1	0.864864864864865	0.135135135135135
Carcharhinus obscurus	36	46.5	0.333333333333333	5.5	1	0.75	0.25
Cardinalis cardinalis	54.4	216	0.158947368421053	19	4	0.862852664576802	0.137147335423197
Carollia brevicauda	55.8333333333333	153	0.181818181818182	18	3	0.846153846153846	0.153846153846154
Carollia castanea	44.2916666666667	168	0.0833333333333333	69	4	0.923076923076923	0.0769230769230769
Carollia perspicillata	33.3333333333333	100	0.2	18	3	0.833333333333333	0.166666666666667
Carollia sowelli	42.3333333333333	173	0.233333333333333	23	5	0.8	0.2
Carpiodes carpio	21	21	0.133333333333333	9	1	0.882352941176471	0.117647058823529
Carpiodes cyprinus	21	21	0.1	9	1	0.909090909090909	0.0909090909090909
Carpodacus erythrinus	21	0	0	6	0	1	0
Catharus frantzii	21	21	0.105555555555556	7	1	0.9	0.1
Catharus guttatus	68	58	0.037037037037037	22	1	0.964285714285714	0.0357142857142857
Catharus minimus	56.5	56	0.5	2	1	0.666666666666667	0.333333333333333
Catharus ustulatus	58	58	0.0588235294117647	14	1	0.944444444444444	0.0555555555555556
Cathorops mapale	81	0	0	3	0	1	0
Cathorops wayuu	40	58	0.5	2	1	0.666666666666667	0.333333333333333
Catopuma temminckii	53.3333333333333	0	0	4	0	1	0
Cavia aperea	45.6666666666667	151	0.142857142857143	29	4	0.875	0.125
Cavia porcellus	71.1333333333334	366	0.625	8	5	0.615384615384615	0.384615384615385
Cebus capucinus	50	150	0.175925925925926	23	3	0.84375	0.15625
Centromochlus existimatus	42.5263157894737	704	0.34	51	17	0.742857142857143	0.257142857142857
Cercococcyx montanus	34.75	101	0.666666666666667	3	3	0.585714285714286	0.414285714285714
Cercopithecus albogularis	58.6666666666667	321.5	0.354248366013072	16.5	6	0.736345580933466	0.263654419066534
Certhia americana	46.4285714285714	246	0.160028449502134	38	6	0.86046511627907	0.13953488372093
Certhia familiaris	83	143	0.107142857142857	10	1	0.903225806451613	0.0967741935483871
Cervus elaphus	35.7083333333333	111	0.2	16	3	0.833333333333333	0.166666666666667
Ceyx lepidus	53.2	523	0.22	48	10	0.819672131147541	0.180327868852459
Chaenocephalus aceratus	22	22	0.5	1	1	0.6	0.4
Chaenodraco wilsoni	21	21	0.30952380952381	3	1	0.75	0.25
Chaenogobius annularis	46.1833333333334	0	0	37	0	1	0
Chaetodipus intermedius	38.5	100	0.230769230769231	10	3	0.8125	0.1875
Chamaeleo chamaeleon	57	181	0.285714285714286	11	3	0.777777777777778	0.222222222222222
Channa marulius	33.5	92	0.8	3	3	0.5	0.5
Channa striata	49.1818181818182	131	0.348884381338742	4	2	0.739130434782609	0.260869565217391
Cheirogaleus crossleyi	62.0833333333333	194	0.1	23.5	2	0.909090909090909	0.0909090909090909
Cheirogaleus major	59.2857142857143	60	0.141428571428571	18	2	0.87609649122807	0.12390350877193
Cheirogaleus medius	62.5384615384615	157.5	0.142857142857143	25	3	0.875	0.125
Chilabothrus inornatus	81	81	0.416666666666667	2	1	0.666666666666667	0.333333333333333
Chilabothrus monensis	58.8333333333333	21	0.245	5	1	0.8	0.2
Chimarrogale himalayica	33.5555555555556	260	0.075	118	7	0.930232558139535	0.0697674418604651
Chionodraco rastrospinosus	46	46	0.5	2	1	0.666666666666667	0.333333333333333
Chionomys roberti	33.5	64	0.166666666666667	10	2	0.857142857142857	0.142857142857143
Chlamydosaurus kingii	52.8333333333333	110.5	0.170289855072464	24.5	1.5	0.854497354497354	0.145502645502645
Chlamydotis undulata	30.5	81	0.166666666666667	18	2	0.826086956521739	0.173913043478261
Chlorocebus aethiops	42.2857142857143	242	0.230769230769231	20	6	0.805555555555556	0.194444444444444
Chlorocebus pygerythrus	58.2803921568627	711	0.34375	36	13	0.744186046511628	0.255813953488372
Chlorocebus sabaeus	40.4	56	0.2	11	2	0.833333333333333	0.166666666666667
Chlorocebus tantalus	59.3333333333333	236	0.256578947368421	20.5	5	0.795833333333333	0.204166666666667
Chlorocharis emiliae	21	31.5	0.0869565217391304	19	1	0.918333333333333	0.0816666666666667
Chlorophanes spiza	NA	0	0	6	0	1	0
Cichla monoculus	39.5	98	0.173913043478261	6	2	0.851851851851852	0.148148148148148
Cichla orinocensis	38.8	98	0.138888888888889	7	1	0.878048780487805	0.121951219512195
Cichla pinima	32.6428571428572	121	0.196153846153846	24	4	0.833333333333333	0.166666666666667
Cinclodes fuscus	21	21	0.117647058823529	9	1	0.894736842105263	0.105263157894737
Cirrhinus mrigala	64.1818181818182	0	0	4	0	1	0
Cirrhitichthys oxycephalus	101	0	0	8	0	1	0
Clangula hyemalis	64	0	0	2.5	0	1	0
Clupea harengus	21.5	0	0	5	0	1	0
Clupea pallasii	65	94	0.0714285714285714	10	1	0.933333333333333	0.0666666666666667
Cnemaspis peninsularis	52.1	809	0.521739130434783	24	15	0.657142857142857	0.342857142857143
Cnemotriccus fuscatus	47	11	0.00561797752808989	61.5	0.5	0.994444444444444	0.00555555555555556
Cobitis biwae	52.7809523809523	1459.5	0.169491525423729	159.5	28.5	0.854720697903475	0.145279302096525
Cobitis elongatoides	22	22	0.275	5	1	0.769230769230769	0.230769230769231
Cobitis lutheri	58	0	0	4	0	1	0
Cobitis melanoleuca_granoei	58	0	0	3	0	1	0
Cobitis paludica	67.5833333333333	140	0.25	8	2	0.8	0.2
Cobitis striata	51.2321428571428	804.5	0.171656864492366	102	16	0.853492297039986	0.146507702960014
Cobitis taenia	21	21	0.333333333333333	3	1	0.75	0.25
Codoma ornata	21	63	0.0625	56	3	0.941176470588235	0.0588235294117647
Coeligena coeligena	43.625	58	0.102631578947368	21	1	0.904761904761905	0.0952380952380952
Coeligena torquata	53.5	142	0.230769230769231	14	2	0.8125	0.1875
Coereba flaveola	61.5	286	0.555555555555556	7	5	0.642857142857143	0.357142857142857
Coilia dussumieri	32	32	0.45	3	1	0.666666666666667	0.333333333333333
Colobus angolensis	46	104	0.333333333333333	9	3	0.75	0.25
Colobus guereza	45.9	160	0.6	4	3	0.6	0.4
Colomesus asellus	67	79	0.619047619047619	2	1	0.571428571428571	0.428571428571429
Coluber constrictor	52.0769230769231	288.5	0.110867275280899	63	5	0.900199174847062	0.0998008251529378
Columbina passerina	29	21	0.166666666666667	2.5	1	0.845238095238095	0.154761904761905
Comephorus baicalensis	21	0	0	5	0	1	0
Comephorus dybowskii	21	0	0	3	0	1	0
Conolophus subcristatus	42.675	67	0.307692307692308	5	2	0.764705882352941	0.235294117647059
Contia tenuis	39.5	73	0.15	18	2	0.869565217391304	0.130434782608696
Copsychus saularis	58	115	0.193548387096774	19	3	0.836727138097001	0.163272861902999
Corallus hortulanus	83.6666666666667	102	0.0909090909090909	11	1	0.916666666666667	0.0833333333333333
Coregonus albula	46	46	0.2	3	1	0.833333333333333	0.166666666666667
Coregonus lavaretus	23	21	0.0666666666666667	4	1	0.9	0.1
Coregonus muksun	58	0	0	3	0	1	0
Coregonus ussuriensis	24	46	0.366666666666667	3	1	0.714285714285714	0.285714285714286
Coreoleuciscus splendidus	22	42	0.0234967377887498	15.5	1	0.977064220183486	0.0229357798165138
Corvus corax	33.375	21	0.0774225774225774	10	1	0.926355421686747	0.073644578313253
Corvus corone	63.375	81	0.0833333333333333	26	1	0.923076923076923	0.0769230769230769
Corvus macrorhynchos	21	21	0.125	5	1	0.888888888888889	0.111111111111111
Corydoras sp	38.2208333333333	408	0.112903225806452	124	11.5	0.898550724637681	0.101449275362319
Coryphaena hippurus	82	76	0.166666666666667	4	1	0.857142857142857	0.142857142857143
Cottus asperrimus	21	21	0.242857142857143	5	1	0.777777777777778	0.222222222222222
Cottus carolinae	30.75	22	0.0833333333333333	12	1	0.923076923076923	0.0769230769230769
Cricetus cricetus	46.9166666666667	42	0.0714285714285714	9	1	0.933333333333333	0.0666666666666667
Crinia georgiana	48.75	0	0	4	0	1	0
Crocidura beatus	48.7272727272727	146	0.125	33	3	0.888888888888889	0.111111111111111
Crocidura dsinezumi	58	124	0.0810810810810811	11	2	0.925	0.075
Crocidura grayi	55.6666666666667	123	0.136363636363636	24	3	0.88	0.12
Crocidura monticola	52.8717948717949	349	0.206896551724138	32	5	0.828571428571429	0.171428571428571
Crocidura olivieri	21	21	0.0434782608695652	23	1	0.958333333333333	0.0416666666666667
Crocidura palawanensis	69.5	81	0.0488095238095238	3	1	0.952380952380952	0.0476190476190476
Crocidura paradoxura	21	21	0.0196078431372549	51	1	0.980769230769231	0.0192307692307692
Crocidura russula	33.5	21	0.0344827586206897	4	1	0.96638418079096	0.0336158192090395
Crocidura shantungensis	56.125	116	0.157894736842105	13	2	0.863636363636364	0.136363636363636
Crocidura sibirica	23	0	0	8	0	1	0
Crocidura tanakae	64	145	0.25	7	2	0.8	0.2
Crocodylus acutus	48	81	0.14651493598862	3	1	0.863636363636364	0.136363636363636
Crocodylus niloticus	42.4176470588235	122.5	0.222222222222222	10	2	0.815578894723681	0.184421105276319
Crotalus aquilus	51.5	254	0.4	15	6	0.714285714285714	0.285714285714286
Crotalus cerberus	55.2	218	0.235294117647059	14	4	0.80952380952381	0.19047619047619
Crotalus lepidus	59.1794871794872	553	0.304953560371517	33.5	9.5	0.766363636363636	0.233636363636364
Crotalus oreganus	54.65	81	0.0616698292220114	31.5	2	0.941919191919192	0.0580808080808081
Crotalus pricei	49.75	199	0.222222222222222	24	4	0.818181818181818	0.181818181818182
Crotalus ravus	47.8333333333333	208	0.363636363636364	15	5	0.733333333333333	0.266666666666667
Crotalus triseriatus	46.049043062201	363.5	0.288018433179724	46	8	0.776388888888889	0.223611111111111
Crotaphytus bicinctores	58.3772727272728	268	0.153846153846154	29	6	0.866666666666667	0.133333333333333
Crotaphytus collaris	61.75	390	0.136363636363636	41	6	0.88	0.12
Crotaphytus nebrius	48	263	0.181818181818182	35	5	0.846153846153846	0.153846153846154
Crotaphytus vestigium	54.9175824175824	239	0.179144385026738	35	4	0.846153846153846	0.153846153846154
Cryodraco antarcticus	58	79	0.666666666666667	2	2	0.6	0.4
Cryptomys hottentotus	49.5	495	0.20253164556962	78	10	0.831578947368421	0.168421052631579
Crystallaria asprella	54.5	436	0.0982142857142857	70	8	0.910569105691057	0.0894308943089431
Ctenomys pearsoni	62.9523809523809	160	0.363636363636364	12	3	0.733333333333333	0.266666666666667
Ctenomys rionegrensis	66.3333333333333	125	0.2	4	1	0.833333333333333	0.166666666666667
Ctenomys sp	45.95	341	0.142857142857143	51	7	0.875	0.125
Ctenomys torquatus	57.3333333333333	147	1	3	3	0.5	0.5
Ctenopharyngodon idella	58	154	1.28571428571429	1	3	0.428571428571429	0.571428571428571
Ctenotus atlas	21	63	0.2	20	3	0.833333333333333	0.166666666666667
Ctenotus dux	27.625	101	0.118823529411765	15	4	0.892857142857143	0.107142857142857
Ctenotus inornatus	38.5	251	0.1	64	7	0.909090909090909	0.0909090909090909
Ctenotus leonhardii	30.7142857142857	230	0.0818181818181818	100	7	0.92436974789916	0.0756302521008403
Ctenotus pantherinus	41.6666666666667	123	0.0666666666666667	30	3	0.9375	0.0625
Ctenotus piankai	32.1818181818182	223	0.0736842105263158	94	7	0.931372549019608	0.0686274509803922
Ctenotus quattuordecimlineatus	34.1111111111111	168	0.0727272727272727	104	5	0.932203389830508	0.0677966101694915
Culaea inconstans	90.5	0	0	7	0	1	0
