Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn
Eopsaltria_australis	46	644	0.164705882352941	82	14	0.858585858585859	0.141414141414141
Equus_asinus	52.25	184	0.246218487394958	15	3	0.795454545454545	0.204545454545455
Equus_caballus	46	46	0.0714285714285714	8	1	0.933333333333333	0.0666666666666667
Equus_przewalskii	64	81	0.215384615384615	10	1	0.822916666666667	0.177083333333333
Felis_silvestris	47.6666666666667	46	0.150375939849624	14	1	0.863636363636364	0.136363636363636
Gadus_chalcogrammus	65.4583333333333	133	0.25	8	2	0.8	0.2
Gadus_morhua	33.3333333333333	58	0.285714285714286	7	2	0.777777777777778	0.222222222222222
Gallus_gallus	68.5	137	0.583333333333333	3	2	0.6	0.4
Heteronotia_binoei	62.2636363636364	197	0.5	5	2.5	0.666666666666667	0.333333333333333
Hylobates_lar	51	81	1	1	1	0.5	0.5
Lepus_europaeus	58	121	0.0882352941176471	17	2	0.904761904761905	0.0952380952380952
Loxodonta_africana	66.0833333333333	378	0.206349206349206	18	6	0.828947368421053	0.171052631578947
Loxodonta_cyclotis	63.4375	409	0.210526315789474	35	7	0.826086956521739	0.173913043478261
Lynx_pardinus	83	0	0	5	0	1	0
Macaca_fascicularis	67.6658333333334	776	0.375929682217715	48	14	0.725	0.275
Mammuthus_primigenius	59.425	0	0	23	0	1	0
Mammuthus_sp	39.5	21	0.0871212121212121	10	1	0.919871794871795	0.0801282051282051
Martes_zibellina	47.4285714285714	165	0.272222222222222	14	3	0.782608695652174	0.217391304347826
Mesoplodon_densirostris	51	0	0	51.5	0	1	0
Misgurnus_anguillicaudatus	54.3333333333333	955	0.189655172413793	137	16	0.840579710144927	0.159420289855072
Muntiacus_sp	54.5	183	0.272727272727273	14	3	0.785714285714286	0.214285714285714
Mus_musculus	53.7692307692308	488	0.222222222222222	43	10	0.818181818181818	0.181818181818182
Mus_musculus_musculus	51.8	188	0.444444444444444	8	4	0.692307692307692	0.307692307692308
Myodes_glareolus	46.0909090909091	322	0.375	16	7	0.727272727272727	0.272727272727273
Odocoileus_virginianus	62.375	214	0.132075471698113	41	4	0.883333333333333	0.116666666666667
Oncorhynchus_mykiss	70.3692810457516	399	1.52272727272727	4	5	0.375	0.625
Orcinus_orca	30.625	45	0.333333333333333	7.5	2	0.75	0.25
Oryzias_latipes	46.8055555555556	2449	0.317180616740088	186	56	0.759197324414716	0.240802675585284
Ovis_aries	81	64	0.133333333333333	11	1	0.882352941176471	0.117647058823529
Pan_paniscus	56	56	0.183333333333333	6	1	0.833333333333333	0.166666666666667
Pan_troglodytes	46.9166666666667	305	0.3125	20	5	0.761904761904762	0.238095238095238
Panthera_tigris	42.5	64	0.5	3	1	0.666666666666667	0.333333333333333
Paralichthys_olivaceus	51	58	0.166666666666667	7	2	0.857142857142857	0.142857142857143
Phoca_groenlandica	21	0	0	5	0	1	0
Physeter_catodon	22	22	0.25	3	1	0.8	0.2
Plecotus_macrobullaris	56.7272727272727	596	0.260869565217391	43	10	0.793103448275862	0.206896551724138
Prionailurus_bengalensis	74	74	0.0428571428571429	69	1	0.958904109589041	0.0410958904109589
Procyon_lotor	58	329	0.235294117647059	23	5	0.80952380952381	0.19047619047619
Protobothrops_flavoviridis	60.4	290	0.263157894736842	10	5	0.791666666666667	0.208333333333333
Salamandrella_keyserlingii	62.3333333333333	187	0.295031055900621	7	4	0.766666666666667	0.233333333333333
Salmo_trutta	48.05	261	0.302173913043478	19	6	0.766666666666667	0.233333333333333
Sander_vitreus	55	46	0.333333333333333	2	1	0.75	0.25
Schismatogobius_ampluvinculus	46.6666666666667	144	0.384615384615385	8	3	0.722222222222222	0.277777777777778
Siniperca_scherzeri	36.625	500	0.175438596491228	81	13	0.84375	0.15625
Stenella_attenuata	21.2	42	0.0909090909090909	25	2	0.916666666666667	0.0833333333333333
Stenella_longirostris	32.75	21	0.166666666666667	6	1	0.857142857142857	0.142857142857143
Sus_scrofa	55.25	154	0.416666666666667	6	3	0.705882352941177	0.294117647058824
Sus_scrofa_domesticus	61.7767857142857	342	0.5	13	6	0.666666666666667	0.333333333333333
Tamias_dorsalis	43.4166666666667	208	0.166666666666667	23	4	0.857142857142857	0.142857142857143
Tamias_quadrivittatus	47.125	309	0.22	34	7	0.819672131147541	0.180327868852459
Tarentola_mauritanica	51.4444444444444	2618	0.468747508570517	109	50	0.680722891566265	0.319277108433735
Thylacinus_cynocephalus	15	7.5	0.0087719298245614	15.5	0.5	0.991379310344828	0.00862068965517241
Tursiops_aduncus	51	99	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333
Tursiops_truncatus	46.5	146	0.4	10	3	0.714285714285714	0.285714285714286
Urocyon_cinereoargenteus	58	74	0.263706563706564	3	1	0.787234042553192	0.212765957446809
Ursus_arctos	50	306	0.317894736842105	19	6	0.757575757575758	0.242424242424242
Ursus_maritimus	97.3333333333333	194	0.25	3	1	0.8	0.2
Ursus_spelaeus	64	229	0.3125	17	4	0.761904761904762	0.238095238095238
Vulpes_lagopus	21	21	0.142857142857143	6	1	0.875	0.125
Ziphius_cavirostris	60.9166666666667	82	0.125122189638319	29	1	0.888803088803089	0.111196911196911
