Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn
Aegithalos_caudatus	1.14257344039203	1.14392539092373	0.222222222222222	6.5	1	0.818181818181818	0.181818181818182
Aegithalos_concinnus	0.825180208695103	2.47554062608531	0.0560796645702306	49	3	0.946428571428571	0.0535714285714286
Aethopyga_pulcherrima	0.963750930125452	7.55898096841008	0.123076923076923	64	8	0.89041095890411	0.10958904109589
Agelaius_phoeniceus	0.786089532938103	1.27290180296832	0.444444444444444	5.5	3	0.67948717948718	0.32051282051282
Agkistrodon_contortrix	1.20854646034043	3.62563938102128	0.266666666666667	8	3	0.75	0.25
Agkistrodon_piscivorus	0.909213862861252	3.63534039854219	0.18543956043956	24	4	0.836021505376344	0.163978494623656
Agonostomus_monticola	0.732711225246993	4.41108604838744	0.0985915492957746	71	7	0.91025641025641	0.0897435897435897
Ailuropoda_melanoleuca	0.42430060098944	0.84860120197888	0.333333333333333	4	2	0.75	0.25
Akodon_montensis	0.702077252154567	1.56822599191317	0.214285714285714	15	3	0.823529411764706	0.176470588235294
Akodon_spegazzinii	0.428271466998331	1.27885810198166	0.142857142857143	14	3	0.875	0.125
Alauda_arvensis	0.923181318554479	5.31834383895763	0.105263157894737	55	6	0.904761904761905	0.0952380952380952
Alectoris_chukar	1.0895917584123	0	0	4	0	1	0
Alectoris_rufa	1.18280378761653	1.18280378761653	0.5	2	1	0.666666666666667	0.333333333333333
Alethe_poliocephala	0.764076524811055	4.67874039598836	0.114285714285714	44	6	0.897435897435897	0.102564102564103
Alophoixus_pallidus	0.546128843103844	0.42430060098944	0.333333333333333	4	1	0.75	0.25
Alosa_alosa	0.353143208117763	0.281985815246086	0.142857142857143	7	1	0.875	0.125
Alosa_fallax	0.42430060098944	0.42430060098944	0.125	6.5	1	0.888888888888889	0.111111111111111
Alosa_sapidissima	0.42430060098944	0	0	6	0	1	0
Alouatta_belzebul	1.59769124050925	0.430256900002777	0.0909090909090909	8	1	0.916666666666667	0.0833333333333333
Alouatta_caraya	0.820704749851981	0.645385350004166	0.25	4.5	1	0.775	0.225
Alouatta_guariba	1.04552682478131	3.15248743875795	0.422222222222222	9	3	0.692307692307692	0.307692307692308
Alouatta_seniculus	1.39568432843731	3.1953824810185	0.666666666666667	2	2	0.6	0.4
Alticus_arnoldorum	1.27023737939017	1.27023737939017	0.666666666666667	2	1	0.5	0.5
Amatitlania_nigrofasciata	0.706279527123017	1.13058701722497	0.25	9	2	0.8	0.2
Amazona_ochrocephala	1.24245939101765	3.27076780475214	0.289915966386555	11	3	0.769230769230769	0.230769230769231
Amblysomus_hottentotus	0.798737087755175	4.01042823515106	0.126136363636364	45	5	0.887096774193548	0.112903225806452
Ambystoma_barbouri	0.586738257141978	1.76021477142594	0.0483870967741935	54	3	0.953846153846154	0.0461538461538462
Amolops_mantzorum	0.784112995956585	3.13645198382634	0.142857142857143	23	4	0.875	0.125
Amyda_cartilaginea	0.785021453870888	4.71012872322533	0.214285714285714	25	6	0.823529411764706	0.176470588235294
Anabas_testudineus	0.945632345951861	1.82322713889411	0.5	4	2	0.666666666666667	0.333333333333333
Anaecypris_hispanica	1.59769124050925	1.59769124050925	0.166666666666667	10	1	0.857142857142857	0.142857142857143
Anarhichas_lupus	0.42430060098944	0.42430060098944	0.5	2	1	0.666666666666667	0.333333333333333
Anas_crecca	1.59081696759822	0	0	2	0	1	0
Anas_platyrhynchos	1.05215434791271	3.15315353257655	0.5	4	2	0.666666666666667	0.333333333333333
Anas_poecilorhyncha	1.192564023838	10.0276983143123	1	5	8	0.5	0.5
Andinoacara_coeruleopunctatus	0.449557282279165	0.474813963568891	0.0697115384615385	20	1	0.928571428571429	0.0714285714285714
Andrias_davidianus	0.979536286610109	5.41757357155296	0.41640866873065	14.5	5	0.701851851851852	0.298148148148148
Anguilla_anguilla	1.00642299420228	0.42430060098944	0.227272727272727	5.5	1	0.811253561253561	0.188746438746439
Anguilla_australis_australis	0.42430060098944	0.42430060098944	0.333333333333333	3	1	0.75	0.25
Anguilla_australis_schmidti	0.42430060098944	0.42430060098944	0.5	2	1	0.666666666666667	0.333333333333333
Anguilla_bicolor_bicolor	1.61417078001704	2.80404095904464	0.142857142857143	5	1	0.875	0.125
Anguilla_bicolor_pacifica	1.61417078001704	0	0	4	0	1	0
Anguilla_celebesensis	1.01099592074935	0	0	7	0	1	0
Anguilla_japonica	0.45354878458662	0.45354878458662	0.25	3	1	0.8	0.2
Anguilla_luzonensis	1.18934503543755	0	0	4	0	1	0
Anguilla_marmorata	0.43892469278803	0.42430060098944	0.166666666666667	5	1	0.857142857142857	0.142857142857143
Anguilla_rostrata	1.12284747284484	0.42430060098944	0.166666666666667	7	1	0.857142857142857	0.142857142857143
Anguis_cephallonica	1.00754309791107	2.7121513828369	0.654761904761905	3	2	0.583333333333333	0.416666666666667
Anguis_fragilis	NA	0	0	3	0	1	0
Anniella_pulchra	1.09529475517052	18.222783419626	0.32	50	16	0.757575757575758	0.242424242424242
Anodorhynchus_hyacinthinus	1.14392539092373	1.14392539092373	0.75	1	1	0.5	0.5
Anolis_allisoni	0.930721365321423	24.1687429233026	0.311111111111111	87	26	0.76271186440678	0.23728813559322
Anolis_allogus	1.0195133604616	23.8742030832282	0.236842105263158	108	25	0.808510638297872	0.191489361702128
Anolis_carolinensis	1.26234603517738	9.84577805222282	0.244897959183673	48	9	0.80327868852459	0.19672131147541
Anolis_homolechis	0.521763194680963	2.1215030049472	0.131578947368421	34	4	0.883720930232558	0.116279069767442
Anolis_jubar	0.941417209940184	16.9492737817093	0.184466019417476	95	17	0.844262295081967	0.155737704918033
Anolis_porcatus	0.932939717529507	22.8806144878396	0.262135922330097	92	25	0.792307692307692	0.207692307692308
Anolis_sagrei	0.746887399800916	9.44845835909453	0.205882352941176	71	14	0.829268292682927	0.170731707317073
Anourosorex_squamipes	0.658978728893402	0.84860120197888	0.0555555555555556	25.5	1	0.947368421052632	0.0526315789473684
Anser_anser	1.12114731413851	1.59696108337076	0.666666666666667	2	2	0.585714285714286	0.414285714285714
Anser_cygnoides	0.540091723444971	1.05093526329276	0.416666666666667	1	1	0.5	0.5
Ansonia_muelleri	0.509254312713586	3.35709321317333	0.25	26	6	0.8	0.2
Aotus_nancymaae	NA	0	0	4	0	1	0
Aphanius_anatoliae	0.9539357236232	4.22613750367874	0.132352941176471	14	3	0.88	0.12
Aphanius_iberus	1.60473549257051	8.02367746285257	0.305555555555556	1	5	0.166666666666667	0.833333333333333
Apodemus_agrarius	0.927937962103021	0.84860120197888	0.2	4	1	0.833333333333333	0.166666666666667
Apodemus_argenteus	0.42430060098944	0.42430060098944	0.0303030303030303	18	1	0.970588235294118	0.0294117647058824
Apodemus_chejuensis	0.42430060098944	0.84860120197888	0.2	7	2	0.833333333333333	0.166666666666667
Apodemus_chevrieri	0.670134360883714	2.85304039290816	0.122448979591837	44	5	0.890909090909091	0.109090909090909
Apodemus_draco	1.01099592074935	2.61651581952572	0.109126984126984	25	2	0.901612903225806	0.0983870967741935
Apodemus_flavicollis	0.685788786829193	1.37157757365839	0.2	9	2	0.833333333333333	0.166666666666667
Apodemus_ilex	0.42430060098944	1.27290180296832	0.125	25	3	0.888888888888889	0.111111111111111
Apodemus_latronum	0.716128914160146	2.14473490203335	0.115384615384615	22	2	0.896551724137931	0.103448275862069
Apodemus_peninsulae	1.59769124050925	3.05202575349554	0.2	7	2	0.833333333333333	0.166666666666667
Apodemus_speciosus	0.42430060098944	0.84860120197888	0.142857142857143	11	1	0.875	0.125
Apodemus_sylvaticus	0.42430060098944	0.42430060098944	0.0769230769230769	6	1	0.928571428571429	0.0714285714285714
Apteronotus_albifrons	1.1425832824497	0.79504605041246	0.0384615384615385	23.5	1	0.961481481481481	0.0385185185185185
Apteryx_australis	0.928117675252531	2.02794814051203	0.25	11	2	0.8	0.2
Arapaima_gigas	1.21047271887575	1.14392539092373	0.25	3	1	0.8	0.2
Arctocephalus_forsteri	1.04141568301283	1.64281380563958	0.166666666666667	12	2	0.857142857142857	0.142857142857143
Arremon_aurantiirostris	0.994040988853535	10.5101502763994	0.164179104477612	65	10	0.858974358974359	0.141025641025641
Artamus_personatus	0.784112995956585	1.56822599191317	0.4	6	2	0.714285714285714	0.285714285714286
Artamus_superciliosus	0.784112995956585	1.14392539092373	0.142857142857143	7	1	0.875	0.125
Artibeus_cinereus	0.773590088360364	1.18280378761653	0.25	6	2	0.8	0.2
Artibeus_fimbriatus	0.42430060098944	0.281985815246086	0.0344827586206897	17	1	0.966666666666667	0.0333333333333333
Artibeus_glaucus	0.544016164822593	2.44629244248813	0.0428571428571429	85	3	0.958904109589041	0.0410958904109589
Artibeus_intermedius	0.87937693851954	0.87937693851954	0.0714285714285714	13	1	0.933333333333333	0.0666666666666667
Artibeus_jamaicensis	0.654816919261158	1.27702004682777	0.04	32	1	0.961538461538462	0.0384615384615385
Artibeus_lituratus	0.904719224959927	0	0	18	0	1	0
Artibeus_obscurus	0.784112995956585	1.33591417043649	0.0512820512820513	26	1	0.951219512195122	0.0487804878048781
Artibeus_phaeotis	1.14392539092373	1.14392539092373	0.142857142857143	4	1	0.875	0.125
Artibeus_planirostris	1.01099592074935	1.59769124050925	0.0555555555555556	20	1	0.947368421052632	0.0526315789473684
Aspidomorphus_lineaticollis	1.02358558425002	22.5188828535004	0.254787406686141	79	22	0.796949082663368	0.203050917336632
Astyanax_aeneus	0.81326316427323	1.56822599191317	0.333333333333333	9	2	0.75	0.25
Ateles_belzebuth	0.99399936448483	2.26998454421575	0.26969696969697	8.5	3	0.787593984962406	0.212406015037594
Atherinomorus_endrachtensis	0.430256900002777	0.42430060098944	0.0769230769230769	2	1	0.916666666666667	0.0833333333333333
Automolus_rubiginosus	0.426286033993886	1.06670780148694	0.118055555555556	20	2.5	0.894444444444444	0.105555555555556
Auxis_rochei	1.65310797732443	0	0	13	0	1	0
Auxis_thazard	0.42430060098944	0	0	5	0	1	0
Avahi_laniger	1.17420515393295	3.52261546179884	0.324324324324324	9.5	3	0.752551020408163	0.247448979591837
Balaena_mysticetus	0.430256900002777	0.430256900002777	0.333333333333333	3	1	0.75	0.25
Balaenoptera_physalus	1.11629097360943	0.42430060098944	0.117647058823529	4	1	0.878676470588235	0.121323529411765
Bambusicola_thoracicus	1.14392539092373	1.27290180296832	0.12	25	2	0.892857142857143	0.107142857142857
Bandicota_indica	0.677134996531803	0.430256900002777	0.00735294117647059	28	1	0.992700729927007	0.0072992700729927
Barbatula_barbatula	0.68716067396505	3.1783945672533	0.0895522388059701	66	6	0.917808219178082	0.0821917808219178
Barbatula_vardarensis	1.21953282001229	3.87074876053158	0.263157894736842	16	3	0.791666666666667	0.208333333333333
Barbus_barbus	1.14392539092373	1.14392539092373	0.5	2	1	0.666666666666667	0.333333333333333
Barbus_plebejus	0.281985815246086	0.281985815246086	0	1	1	0.666666666666667	0.333333333333333
Barbus_rebeli	0.42430060098944	2.1215030049472	0.119047619047619	41	5	0.893617021276596	0.106382978723404
Barisia_imbricata	0.801081473455121	6.59177389985596	0.220867208672087	42	9	0.818181818181818	0.181818181818182
Basileuterus_tristriatus	1.12063137974135	1.59769124050925	0.0571428571428571	35	2	0.945945945945946	0.0540540540540541
Bathygobius_geminatus	0.378847772079434	0	0	8	0	1	0
Bathygobius_soporator	0.667957085218247	0.42430060098944	0.0714285714285714	14	1	0.933333333333333	0.0666666666666667
Bison_bison	1.32053778914659	1.59769124050925	0.5	2	1	0.6	0.4
Bison_bonasus	1.15728149265392	0.84860120197888	0.0666666666666667	14	1	0.936491935483871	0.063508064516129
Bison_priscus	1.14392539092373	0	0	4	0	1	0
Biwia_zezera	0.525467631646382	0.42430060098944	0.0307765151515152	28	1	0.96969696969697	0.0303030303030303
Blarina_brevicauda	0.784112995956585	1.69720240395776	0.142857142857143	16	2	0.875	0.125
Blarinella_griselda	0.428767825249443	0.42430060098944	0.0172413793103448	54	1	0.983050847457627	0.0169491525423729
Boa_constrictor	0.764791614123047	2.95086011700804	0.2	7	3	0.833333333333333	0.166666666666667
Boleophthalmus_pectinirostris	1.19083411019089	1.95438946988567	0.181818181818182	7	1	0.846153846153846	0.153846153846154
Bombina_bombina	0.784112995956585	0.42430060098944	0.142857142857143	6	1	0.875	0.125
Bombina_maxima	1.08760848752412	2.08902039723144	0.19375	8	2	0.837719298245614	0.162280701754386
Bombina_variegata	0.536562042372244	1.53265886615385	0.0740740740740741	75	4	0.931034482758621	0.0689655172413793
Boops_boops	0.376862339074989	0	0	6	0	1	0
Bos_frontalis	0.792758905116998	6.56796537027631	0.188405797101449	67	8	0.83641975308642	0.16358024691358
Bos_grunniens	0.94984448744315	0.84860120197888	0.25	3	1	0.8	0.2
Bos_indicus	0.510627861069348	1.69720240395776	0.296703296703297	10	3	0.764705882352941	0.235294117647059
Bos_taurus	0.835768291858292	0.42430060098944	0.142857142857143	2	1	0.833333333333333	0.166666666666667
Brachyhypopomus_occidentalis	0.923688352104528	4.31179521204	0.307692307692308	14	4	0.757352941176471	0.242647058823529
Brachymeles_bonitae	0.91805300480054	8.88607021245537	0.166666666666667	65.5	11	0.854497354497354	0.145502645502645
Brachymeles_boulengeri	0.664175530967537	5.90898102146268	0.100724637681159	88	8	0.907894736842105	0.0921052631578947
Brachymeles_gracilis	0.784112995956585	7.0632504721419	0.111111111111111	75	9	0.9	0.1
Brachymeles_schadenbergi	1.01659056107914	2.83761102118936	0.219512195121951	13	3	0.82	0.18
Brachymystax_lenok	0.848509449804317	1.56822599191317	0.075	39	2	0.928571428571429	0.0714285714285714
Brachyphylla_cavernarum	0.847268990189805	1.27023737939017	1	1	1	0.5	0.5
Branchiostoma_belcheri	0.626634662303323	0.737617932141101	0.25	6.5	2	0.8	0.2
Branchiostoma_floridae	0.811516086886944	0.42430060098944	0.0769230769230769	11	1	0.928571428571429	0.0714285714285714
Branchiostoma_lanceolatum	0.804752018342467	0.706286416235526	0.179775280898876	7	1	0.844339622641509	0.155660377358491
Brienomyrus_sp	0.856612199031182	3.43177617277119	0.106060606060606	25	3	0.904109589041096	0.0958904109589041
Bronchocela_cristatella	0.992867976270802	5.95720785762481	0.206896551724138	25	6	0.828571428571429	0.171428571428571
Brotogeris_cyanoptera	0.770601798577498	0.42430060098944	0.291666666666667	4	1	0.775	0.225
Bubalus_bubalis	0.813679507034518	0.42430060098944	0.0769230769230769	5	1	0.925925925925926	0.0740740740740741
Buergeria_buergeri	0.957927525872182	17.1849182889702	0.253012048192771	72	19	0.798076923076923	0.201923076923077
Bungarus_candidus	1.59769124050925	1.59769124050925	0.0454545454545455	19	1	0.956521739130435	0.0434782608695652
Cacajao_calvus	1.34172741558944	1.44614019029968	0.179487179487179	24	1	0.838709677419355	0.161290322580645
Caiman_crocodilus	1.23692522316992	2.35492888732074	0.636363636363636	2	2	0.596749226006192	0.403250773993808
Calliope_calliope	0.430256900002777	0.426032862582219	0.291666666666667	3	1	0.75	0.25
Callisaurus_draconoides	0.810762998228684	3.8486946990752	0.173913043478261	34	6	0.851851851851852	0.148148148148148
Callosciurus_erythraeus	0.924276644425998	7.88464092945054	0.126984126984127	82	9	0.887323943661972	0.112676056338028
Calomys_callosus	0.815778037024947	2.20812446336496	0.240384615384615	4	2	0.80625	0.19375
Calomys_expulsus	0.42430060098944	0.430256900002777	0.125	14	1	0.888888888888889	0.111111111111111
Calotes_versicolor	0.784112995956585	1.14392539092373	0.333333333333333	11	2	0.75	0.25
Camelus_bactrianus	1.416142564037	3.05202575349554	0.333333333333333	3	2	0.75	0.25
Camelus_dromedarius	1.69593264967643	1.87044079128912	0.25	2	1	0.8	0.2
Campethera_caroli	1.14392539092373	1.14392539092373	0.117647058823529	2	1	0.894736842105263	0.105263157894737
Campethera_nivosa	0.664358363263052	0	0	4	0	1	0
Campostoma_anomalum	0.693920906411578	3.11047358283717	0.0666666666666667	95	6	0.9375	0.0625
Campostoma_oligolepis	0.664175530967537	2.65165035360055	0.0666666666666667	27	4	0.9375	0.0625
Campostoma_ornatum	0.706279527123017	2.11883858136905	0.107142857142857	28	3	0.903225806451613	0.0967741935483871
Campylomormyrus_compressirostris	0.882875501267338	1.59769124050925	0.285714285714286	6	1	0.75	0.25
Campylomormyrus_numenius	1.03719453330366	3.11158359991099	0.348484848484849	9	3	0.733333333333333	0.266666666666667
Candidia_barbatus	0.672354487104454	6.98195821774923	0.144578313253012	82	10	0.873684210526316	0.126315789473684
Canis_aureus	0.664175530967537	1.27023737939017	0.133333333333333	16	2	0.882352941176471	0.117647058823529
Canis_latrans	1.04748834812239	0	0	3	0	1	0
Canis_lupus	0.42430060098944	0	0	4	0	1	0
Canis_lupus_familiaris	1.01938270046737	0	0	3	0	1	0
Capra_aegagrus	1.14392539092373	2.7121513828369	0.0983870967741935	30	2	0.909090909090909	0.0909090909090909
Capra_hircus	1.0208717752207	0	0	3	0	1	0
Capra_sibirica	0.992909325358692	0.571962695461865	0.00649350649350649	49.5	0.5	0.993589743589744	0.00641025641025641
Capreolus_capreolus	0.990135729248557	1.95438946988567	0.109126984126984	14	2	0.9	0.1
Capreolus_pygargus	1.59769124050925	1.59769124050925	0.105555555555556	9	1	0.9	0.1
Carasobarbus_fritschii	0.453292026620808	0.42430060098944	0.16025641025641	6	1	0.861904761904762	0.138095238095238
Carassius_auratus	0.826424249959409	1.14392539092373	0.0926654740608229	14	1	0.91010101010101	0.0898989898989899
Carassius_auratus_auratus	0.939838527877668	2.79766579212351	0.166666666666667	15	2	0.857142857142857	0.142857142857143
Carassius_gibelio	0.911613569447055	1.12114731413851	0.146428571428571	12	1	0.864864864864865	0.135135135135135
Carcharhinus_obscurus	0.70612103149299	0.918271331987709	0.333333333333333	5.5	1	0.75	0.25
Cardinalis_cardinalis	1.07131515873137	4.28037737475007	0.158947368421053	19	4	0.862852664576802	0.137147335423197
Carollia_brevicauda	1.105745896742	3.01436618221285	0.181818181818182	18	3	0.846153846153846	0.153846153846154
Carollia_castanea	0.872568618593971	3.32566938100767	0.0833333333333333	69	4	0.923076923076923	0.0769230769230769
Carollia_perspicillata	0.662372930258607	1.98711879077582	0.2	18	3	0.833333333333333	0.166666666666667
Carollia_sowelli	0.840381319097782	3.45475275180554	0.233333333333333	23	5	0.8	0.2
Carpiodes_carpio	0.42430060098944	0.42430060098944	0.133333333333333	9	1	0.882352941176471	0.117647058823529
Carpiodes_cyprinus	0.42430060098944	0.42430060098944	0.1	9	1	0.909090909090909	0.0909090909090909
Carpodacus_erythrinus	0.42430060098944	0	0	6	0	1	0
Catharus_frantzii	0.42430060098944	0.42430060098944	0.105555555555556	7	1	0.9	0.1
Catharus_guttatus	1.34761066335941	1.13851758879694	0.037037037037037	22	1	0.964285714285714	0.0357142857142857
Catharus_minimus	1.12684183333482	1.12114731413851	0.5	2	1	0.666666666666667	0.333333333333333
Catharus_ustulatus	1.14392539092373	1.14392539092373	0.0588235294117647	14	1	0.944444444444444	0.0555555555555556
Cathorops_mapale	1.59769124050925	0	0	3	0	1	0
Cathorops_wayuu	0.79142504185588	1.14392539092373	0.5	2	1	0.666666666666667	0.333333333333333
Catopuma_temminckii	1.05530574414081	0	0	4	0	1	0
Cavia_aperea	0.902247860236703	2.99333610401223	0.142857142857143	29	4	0.875	0.125
Cavia_porcellus	1.40357351781967	7.21998599483613	0.625	8	5	0.615384615384615	0.384615384615385
Cebus_capucinus	0.994202384860809	2.98285856879803	0.175925925925926	23	3	0.84375	0.15625
Centromochlus_existimatus	0.843134721370405	13.9847297975333	0.34	51	17	0.742857142857143	0.257142857142857
Cercococcyx_montanus	0.683216329591474	1.97039560857118	0.666666666666667	3	3	0.585714285714286	0.414285714285714
Cercopithecus_albogularis	1.15637188300866	6.33505908335528	0.354248366013072	16.5	6	0.736345580933466	0.263654419066534
Certhia_americana	0.919351981736114	4.87665102833635	0.160028449502134	38	6	0.86046511627907	0.13953488372093
Certhia_familiaris	1.64281380563958	2.80404095904464	0.107142857142857	10	1	0.903225806451613	0.0967741935483871
Cervus_elaphus	0.708540416268883	2.1933179771373	0.2	16	3	0.833333333333333	0.166666666666667
Ceyx_lepidus	1.04993623024476	10.3343808204159	0.22	48	10	0.819672131147541	0.180327868852459
Chaenocephalus_aceratus	0.430256900002777	0.430256900002777	0.5	1	1	0.6	0.4
Chaenodraco_wilsoni	0.42430060098944	0.42430060098944	0.30952380952381	3	1	0.75	0.25
Chaenogobius_annularis	0.908184729254643	0	0	37	0	1	0
Chaetodipus_intermedius	0.763532653784775	1.99252659290261	0.230769230769231	10	3	0.8125	0.1875
Chamaeleo_chamaeleon	1.12114731413851	3.56513238449761	0.285714285714286	11	3	0.777777777777778	0.222222222222222
Channa_marulius	0.667957085218247	1.84128231909895	0.8	3	3	0.5	0.5
Channa_striata	0.971854466192165	2.58102413218899	0.348884381338742	4	2	0.739130434782609	0.260869565217391
Cheirogaleus_crossleyi	1.22233144545832	3.81926740357362	0.1	23.5	2	0.909090909090909	0.0909090909090909
Cheirogaleus_major	1.16510397950805	1.16136275376563	0.141428571428571	18	2	0.87609649122807	0.12390350877193
Cheirogaleus_medius	1.23139361869258	3.10626759189558	0.142857142857143	25	3	0.875	0.125
Chilabothrus_inornatus	1.59769124050925	1.59769124050925	0.416666666666667	2	1	0.666666666666667	0.333333333333333
Chilabothrus_monensis	1.15747632918748	0.42430060098944	0.245	5	1	0.8	0.2
Chimarrogale_himalayica	0.661072311287607	5.13353220732534	0.075	118	7	0.930232558139535	0.0697674418604651
Chionodraco_rastrospinosus	0.911613569447055	0.911613569447055	0.5	2	1	0.666666666666667	0.333333333333333
Chionomys_roberti	0.667957085218247	1.27885810198166	0.166666666666667	10	2	0.857142857142857	0.142857142857143
Chlamydosaurus_kingii	1.04156823522994	2.17959568766471	0.170289855072464	24.5	1.5	0.854497354497354	0.145502645502645
Chlamydotis_undulata	0.59679969234657	1.59769124050925	0.166666666666667	18	2	0.826086956521739	0.173913043478261
Chlorocebus_aethiops	0.837527831659668	4.7836001531061	0.230769230769231	20	6	0.805555555555556	0.194444444444444
Chlorocebus_pygerythrus	1.1506157247225	14.0521509282492	0.34375	36	13	0.744186046511628	0.255813953488372
Chlorocebus_sabaeus	0.80290368688026	1.0895917584123	0.2	11	2	0.833333333333333	0.166666666666667
Chlorocebus_tantalus	1.17420515393295	4.66654085272257	0.256578947368421	20.5	5	0.795833333333333	0.204166666666667
Chlorocharis_emiliae	0.42430060098944	0.63645090148416	0.0869565217391304	19	1	0.918333333333333	0.0816666666666667
Chlorophanes_spiza	NA	0	0	6	0	1	0
Cichla_monoculus	0.784112995956585	1.92914260748137	0.173913043478261	6	2	0.851851851851852	0.148148148148148
Cichla_orinocensis	0.766532991765121	1.92914260748137	0.138888888888889	7	1	0.878048780487805	0.121951219512195
Cichla_pinima	0.64284733898747	2.41682719389205	0.196153846153846	24	4	0.833333333333333	0.166666666666667
Cinclodes_fuscus	0.42430060098944	0.42430060098944	0.117647058823529	9	1	0.894736842105263	0.105263157894737
Cirrhinus_mrigala	1.26535915564798	0	0	4	0	1	0
Cirrhitichthys_oxycephalus	1.9969339498341	0	0	8	0	1	0
Clangula_hyemalis	1.27023737939017	0	0	2.5	0	1	0
Clupea_harengus	0.427278750496109	0	0	5	0	1	0
Clupea_pallasii	1.2845177515114	1.84861997176272	0.0714285714285714	10	1	0.933333333333333	0.0666666666666667
Cnemaspis_peninsularis	1.02586990888787	15.9343495945581	0.521739130434783	24	15	0.657142857142857	0.342857142857143
Cnemotriccus_fuscatus	0.922837360344344	0.215128450001388	0.00561797752808989	61.5	0.5	0.994444444444444	0.00555555555555556
Cobitis_biwae	1.04125699651768	28.7643947033057	0.169491525423729	159.5	28.5	0.854720697903475	0.145279302096525
Cobitis_elongatoides	0.430256900002777	0.430256900002777	0.275	5	1	0.769230769230769	0.230769230769231
Cobitis_lutheri	1.14392539092373	0	0	4	0	1	0
Cobitis_melanoleuca_granoei	1.14392539092373	0	0	3	0	1	0
Cobitis_paludica	1.3329944949177	2.77774380946025	0.25	8	2	0.8	0.2
Cobitis_striata	1.01157567151041	15.876288180197	0.171656864492366	102	16	0.853492297039986	0.146507702960014
Cobitis_taenia	0.42430060098944	0.42430060098944	0.333333333333333	3	1	0.75	0.25
Codoma_ornata	0.42430060098944	1.27290180296832	0.0625	56	3	0.941176470588235	0.0588235294117647
Coeligena_coeligena	0.859988268949291	1.14392539092373	0.102631578947368	21	1	0.904761904761905	0.0952380952380952
Coeligena_torquata	1.05906595790167	2.78281345044902	0.230769230769231	14	2	0.8125	0.1875
Coereba_flaveola	1.21232206272477	5.63625785697735	0.555555555555556	7	5	0.642857142857143	0.357142857142857
Coilia_dussumieri	0.626634662303323	0.626634662303323	0.45	3	1	0.666666666666667	0.333333333333333
Colobus_angolensis	0.911613569447055	2.0489962544954	0.333333333333333	9	3	0.75	0.25
Colobus_guereza	0.908373963156458	3.14991443514551	0.6	4	3	0.6	0.4
Colomesus_asellus	1.31261169296338	1.56822599191317	0.619047619047619	2	1	0.571428571428571	0.428571428571429
