Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn
Steatomys_sp	64	68	0.2	6	1	0.833333333333333	0.166666666666667
Stenella_attenuata	NA	0	0	13	0	1	0
Stenella_longirostris	21	0	0	8	0	1	0
Sus_scrofa	59.5	107	0.140394088669951	10	1	0.866666666666667	0.133333333333333
Sus_scrofa_domesticus	45.1666666666667	84	0.105263157894737	15	2	0.904761904761905	0.0952380952380952
Tamias_dorsalis	21	21	0.0344827586206897	24	1	0.966666666666667	0.0333333333333333
Tarentola_mauritanica	30.6363636363636	283	0.113924050632911	81	10	0.897727272727273	0.102272727272727
Thylacinus_cynocephalus	21	21	0.171428571428571	6.5	1	0.825757575757576	0.174242424242424
Tursiops_truncatus	52	42	0.0833333333333333	11	1	0.923076923076923	0.0769230769230769
Urocyon_cinereoargenteus	21	0	0	6	0	1	0
Ursus_arctos	21	21	0.1	10	1	0.909090909090909	0.0909090909090909
Ursus_spelaeus	28.4	81	0.363636363636364	9	3	0.6875	0.3125
Zebrias_zebrinus	21	0	0	5	0	1	0
Ziphius_cavirostris	21	21	0.0476190476190476	17	1	0.952272727272727	0.0477272727272727
