"Gene" "Species" "DnDs"
"818" "CytB" "Catostomus_commersonii" 0.0103295863689156
"830" "CytB" "Cavia_aperea" 0.0673964686527951
"831" "CytB" "Cavia_porcellus" 0.0554097905804438
"832" "CytB" "Cebus_albifrons" 0.153439320249638
"837" "CytB" "Cephalophus_callipygus" 0.0253400148725886
"845" "CytB" "Cercopithecus_albogularis" 0.152257915435298
"857" "CytB" "Cercopithecus_mitis" 0.140465923474991
"866" "CytB" "Cervus_elaphus_xanthopygus" 0.0543701415624285
"872" "CytB" "Cervus_elaphus" 0.0197835244801055
"883" "CytB" "Cetorhinus_maximus" 0.0604998081025545
"889" "CytB" "Chaenocephalus_aceratus" 0
"905" "CytB" "Chamaeleo_chamaeleon" 0.0489298629573246
"913" "CytB" "Champsocephalus_gunnari" 0
"918" "CytB" "Channa_argus" 0.0453460240090278
"923" "CytB" "Channa_asiatica" 0.0210454481880389
"925" "CytB" "Channa_maculata" 0.732198245318884
"930" "CytB" "Chasmistes_brevirostris" 0.0190476769847428
"949" "CytB" "Chelon_labrosus" 0
"953" "CytB" "Chelonia_mydas" 0.0852132185440361
"957" "CytB" "Chilabothrus_inornatus" 0.059529576299473
"958" "CytB" "Chilabothrus_monensis" 0.0668530133447818
"960" "CytB" "Chilatherina_fasciata" 0.0439979337542883
"962" "CytB" "Chiloscyllium_plagiosum" 0.0330271099308397
"963" "CytB" "Chimarrogale_himalayica" 0.0208547457614756
"967" "CytB" "Chionomys_nivalis" 0.0381629462500842
"968" "CytB" "Chionomys_roberti" 0.031245560186695
"969" "CytB" "Chiropotes_israelita" 0.0488587511766432
"972" "CytB" "Chlamydotis_undulata" 0.0331249107285626
"975" "CytB" "Chlorocebus_aethiops" 0.139052670259766
"978" "CytB" "Chlorocebus_cynosuros" 0.133280766150694
"987" "CytB" "Chlorocebus_pygerythrus" 0.133245275870077
"994" "CytB" "Chlorocebus_sabaeus" 0.112933089831103
"1001" "CytB" "Chlorocebus_tantalus" 0.164295995591815
"1008" "CytB" "Chlorocharis_emiliae" 0.0377988295813588
"1009" "CytB" "Chlorophanes_spiza" 0.0207371570750759
"1011" "CytB" "Chodsigoa_parca" 0.023713075517896
"1012" "CytB" "Chondrostoma_nasus" 0.0231554601739237
"1013" "CytB" "Chrysemys_picta" 0.127712078800125
"1015" "CytB" "Chrysolophus_amherstiae" 0.0163724668259395
"1016" "CytB" "Chrysolophus_pictus" 0.0279571921418365
"1018" "CytB" "Chuanchia_labiosa" 0.0384665093370141
"1028" "CytB" "Cirrhinus_mrigala" 0.0322955847276225
"1030" "CytB" "Cirrhinus_reba" 0.015853775077202
"1033" "CytB" "Clarias_fuscus" 0.0204289529014193
"1034" "CytB" "Clarias_gariepinus" 0.0350678384794602
"1036" "CytB" "Cleisthenes_herzensteini" 0.304178933341073
"1042" "CytB" "Clupea_harengus" 0
"1049" "CytB" "Clupea_pallasii" 0.0156940862499285
"1056" "CytB" "Cobitis_choii" 0.0210949934159612
"1059" "CytB" "Cobitis_elongatoides" 0.00274521173454348
"1060" "CytB" "Cobitis_lutheri" 0.0208976198344452
"1061" "CytB" "Cobitis_melanoleuca_granoei" 0.00630474877198344
"1062" "CytB" "Cobitis_paludica" 0.163936483217038
"1063" "CytB" "Cobitis_sinensis" 0.0123398773474029
"1066" "CytB" "Cobitis_taenia" 0.577899510139726
"1068" "CytB" "Codoma_ornata" 0.0133019173988874
"1071" "CytB" "Coelodonta_antiquitatis" 0.0460217437515473
"1074" "CytB" "Coilia_grayii" 0
"1075" "CytB" "Coilia_mystus" 0.00842176919060919
"1076" "CytB" "Collocalia_esculenta" 0.0559535316714571
"1077" "CytB" "Colobus_angolensis" 0.092053756343433
"1086" "CytB" "Coluber_constrictor" 0.0396420339659667
"1089" "CytB" "Columba_livia" 0.042000300160244
"1095" "CytB" "Comephorus_baicalensis" 0.096193716575318
"1096" "CytB" "Comephorus_dybowskii" 0.024107911737471
"1097" "CytB" "Condylura_cristata" 0.0345807684187734
"1099" "CytB" "Conolophus_subcristatus" 0.189306191301446
"1101" "CytB" "Contia_tenuis" 0.0287320680931266
"1102" "CytB" "Copsychus_saularis" 0.0450386117688483
"1104" "CytB" "Corallus_hortulanus" 0.0726417322875397
"1106" "CytB" "Coregonus_autumnalis" 0
"1109" "CytB" "Coregonus_clupeaformis" 0
"1116" "CytB" "Coregonus_lavaretus" 0.00260679929947524
"1123" "CytB" "Coregonus_muksun" 0.106578183971672
"1125" "CytB" "Coregonus_nasus" 0.00642287647043551
"1130" "CytB" "Coregonus_oxyrinchus" 0.00266053812994644
"1140" "CytB" "Coreoleuciscus_splendidus" 0.00762572020229206
"1147" "CytB" "Coreoperca_kawamebari" 0.0237738310502851
"1151" "CytB" "Corvus_corax" 0.065915690325453
"1155" "CytB" "Corvus_corone" 0.0599149693353506
"1156" "CytB" "Corvus_macrorhynchos" 0.093369678498851
"1160" "CytB" "Corvus_splendens" 0.093369678498851
"1164" "CytB" "Corydoras_nattereri" 0.0509342971335583
"1165" "CytB" "Corydoras_sp" 0.0225058277212894
"1171" "CytB" "Cottus_pollux" 0.00811384293630008
"1172" "CytB" "Cottus_reinii" 0
"1173" "CytB" "Coturnix_coturnix" 0.0331299752851957
"1176" "CytB" "Cricetulus_kamensis" 0.0283802220083681
"1177" "CytB" "Cricetus_cricetus" 0.0514346612738544
"1179" "CytB" "Crocidura_attenuata" 0.0153048739886086
"1183" "CytB" "Crocidura_beatus" 0
"1189" "CytB" "Crocidura_dsinezumi" 0.0294705678645773
"1190" "CytB" "Crocidura_fuliginosa" 0.0186263996767394
"1195" "CytB" "Crocidura_grayi" 0.029683079751544
"1202" "CytB" "Crocidura_lasiura" 0.0474642998377348
"1203" "CytB" "Crocidura_mindorus" 0.0309818284996259
"1205" "CytB" "Crocidura_monticola" 0.0464479724145016
"1206" "CytB" "Crocidura_negrina" 0.0163160075116175
"1207" "CytB" "Crocidura_olivieri" 0.0185212505446045
"1208" "CytB" "Crocidura_orientalis" 0.0114452042861388
"1209" "CytB" "Crocidura_palawanensis" 0.0198272857588628
"1211" "CytB" "Crocidura_panayensis" 0.0167745845988109
"1213" "CytB" "Crocidura_paradoxura" 0.028553545828629
"1215" "CytB" "Crocidura_shantungensis" 0.0285013749204904
"1216" "CytB" "Crocidura_sibirica" 0.0333404967899093
"1217" "CytB" "Crocidura_suaveolens" 0.0460770093469632
"1218" "CytB" "Crocidura_tanakae" 0.0276214259164551
"1220" "CytB" "Crocodylus_acutus" 0.0490931653140123
"1223" "CytB" "Crocodylus_johnsoni" 0.216655723053899
"1225" "CytB" "Crocodylus_moreletii" 0.0259801869985774
"1230" "CytB" "Crocodylus_niloticus" 0.104040594325249
"1238" "CytB" "Crocodylus_palustris" 0.0553773640299739
"1242" "CytB" "Crocuta_crocuta" 0.123334648354863
"1245" "CytB" "Crossoptilon_crossoptilon" 0.030027272171265
"1261" "CytB" "Crystallaria_asprella" 0.0233049149585999
"1265" "CytB" "Ctenomys_minutus" 0.192146440514156
"1266" "CytB" "Ctenomys_pearsoni" 0.0390781324623192
"1267" "CytB" "Ctenomys_rionegrensis" 0.0620114214762945
"1268" "CytB" "Ctenomys_sociabilis" 0.0545503671662049
"1269" "CytB" "Ctenomys_sp" 0.0465459451895819
"1270" "CytB" "Ctenomys_torquatus" 0.0671174657708696
"1275" "CytB" "Ctenopharyngodon_idella" 0.0298679764301167
"1282" "CytB" "Ctenotus_atlas" 0.0262284002055462
"1283" "CytB" "Ctenotus_dux" 0.031329661471904
"1284" "CytB" "Ctenotus_inornatus" 0.0214496985865282
"1285" "CytB" "Ctenotus_leonhardii" 0.0368876724691833
"1286" "CytB" "Ctenotus_pantherinus" 0.0238290345779692
"1287" "CytB" "Ctenotus_piankai" 0.0218178977603182
"1288" "CytB" "Ctenotus_quattuordecimlineatus" 0.0364679092512131
"1289" "CytB" "Ctenotus_robustus" 0.0398335196991602
"1290" "CytB" "Ctenotus_schomburgkii" 0.0255127636885025
"1295" "CytB" "Culter_alburnus" 0.00411140353232145
"1301" "CytB" "Cuora_amboinensis" 0.06081117950963
"1303" "CytB" "Cuora_flavomarginata" 0.158650550455517
"1305" "CytB" "Cuora_trifasciata" 0.0918246342113563
"1307" "CytB" "Cyanistes_caeruleus" 0.0474084815508175
"1309" "CytB" "Cyanistes_teneriffae" 0.031713457892331
"1311" "CytB" "Cyanopica_cyanus" 0.0703628361953236
"1316" "CytB" "Cynomys_ludovicianus" 0.260872888001411
"1317" "CytB" "Cynomys_mexicanus" 0.0344626182223803
"1318" "CytB" "Cynops_ensicauda" 0.0921480104554544
"1319" "CytB" "Cynops_pyrrhogaster" 0.0596741301549828
"1320" "CytB" "Cynopterus_brachyotis" 0.0428191431994928
"1321" "CytB" "Cynopterus_sp" 0.0263487707999301
"1322" "CytB" "Cynopterus_sphinx" 0.0263487707999301
"1325" "CytB" "Cyprinella_lepida" 0.0076329577030888
"1327" "CytB" "Cyprinella_lutrensis" 0.00903869560327051
"1329" "CytB" "Cyprinella_spiloptera" 0.00738327425648807
"1330" "CytB" "Cyprinella_venusta" 0.010658227294345
"1334" "CytB" "Cyprinodon_variegatus" 0.0146001796591457
"1337" "CytB" "Cyprinus_carpio_carpio" 0.0995880422370816
"1343" "CytB" "Cyprinus_carpio" 0.0213535722719127
"1350" "CytB" "Cyprinus_multitaeniata" 0.0501576157104942
"1356" "CytB" "Danio_rerio" 0.0241720910695082
"1362" "CytB" "Dasypus_novemcinctus" 0.036539151233928
"1363" "CytB" "Dasyurus_hallucatus" 0.0292320236768738
"1369" "CytB" "Daubentonia_madagascariensis" 0.0550725319268696
"1376" "CytB" "Delomys_dorsalis" 0.0277256915870262
"1377" "CytB" "Delphinus_capensis" 0.106425979210524
"1379" "CytB" "Deltamys_kempi" 0.0687291871233667
"1380" "CytB" "Deltistes_luxatus" 0.0177988573419352
"1385" "CytB" "Desmodus_rotundus" 0.118548580321383
"1388" "CytB" "Diadophis_punctatus" 0.0614429176979868
"1389" "CytB" "Dicamptodon_copei" 0.0458974828088743
"1390" "CytB" "Dicamptodon_tenebrosus" 0.0267390165390456
"1391" "CytB" "Dicentrarchus_labrax" 0.0370548554174492
"1392" "CytB" "Dicentrarchus_punctatus" 0.0396938260351853
"1397" "CytB" "Diplodus_sargus" 0.0088004926153164
"1398" "CytB" "Diplodus_vulgaris" 0
"1399" "CytB" "Diplomystes_nahuelbutaensis" 0.0344756051221547
"1403" "CytB" "Dipodillus_campestris" 0
"1405" "CytB" "Diptychus_maculatus" 0.00871444645614634
"1407" "CytB" "Discogobio_tetrabarbatus" 0.0173549499908003
"1409" "CytB" "Distoechodon_tumirostris" 0.00808977659843945
"1411" "CytB" "Dormitator_maculatus" 0.0344483391809338
"1413" "CytB" "Dremomys_rufigenis" 0.0429160987902251
"1415" "CytB" "Drymarchon_couperi" 0.086174267108363
"1420" "CytB" "Echinotriton_andersoni" 0.0685402682725177
"1425" "CytB" "Ectopistes_migratorius" 0.0406912000897641
"1427" "CytB" "Eidolon_dupreanum" 0.0339316494438123
"1428" "CytB" "Eidolon_helvum" 0.0329260149430154
"1429" "CytB" "Eigenmannia_virescens" 0.0380779228319727
"1431" "CytB" "Elaphe_quadrivirgata" 0.0543085683020444
"1433" "CytB" "Elassoma_zonatum" 0.0375123312753984
"1434" "CytB" "Elephas_maximus" 0.0404724004641393
"1438" "CytB" "Eleutheronema_tetradactylum" 0.0210126899266895
"1439" "CytB" "Elgaria_multicarinata" 0.105661981806007
"1440" "CytB" "Elopichthys_bambusa" 0.894122606527498
"1443" "CytB" "Empidonax_traillii" 0.0185476637282918
"1444" "CytB" "Emys_orbicularis" 0.236899399597135
"1445" "CytB" "Engraulis_encrasicolus" 0.00741983435917469
"1446" "CytB" "Enhydris_plumbea" 0.068201723593361
"1451" "CytB" "Eopsaltria_australis" 0.0558629263541074
"1460" "CytB" "Eopsaltria_griseogularis" 0.0736612711516744
"1466" "CytB" "Eospalax_baileyi" 0.0582788824804925
"1467" "CytB" "Eospalax_cansus" 0.0275330982084288
"1469" "CytB" "Eothenomys_chinensis" 0.0296510877908799
"1471" "CytB" "Eothenomys_custos" 0.0304699432861416
"1473" "CytB" "Eothenomys_eva" 0.0306374802365913
"1475" "CytB" "Eothenomys_melanogaster" 0.0306575192295166
"1477" "CytB" "Eothenomys_miletus" 0.0266671739626303
"1478" "CytB" "Eozapus_setchuanus" 0.0238620868331927
"1483" "CytB" "Epigonichthys_maldivensis" 0.0147049719233599
"1489" "CytB" "Epinephelus_akaara" 0.026143621910849
"1495" "CytB" "Epinephelus_awoara" 0.00695942442032763
"1496" "CytB" "Epinephelus_coioides" 0.0222943702869831
"1501" "CytB" "Epinephelus_fuscoguttatus" 0.0312242055473566
"1508" "CytB" "Epinephelus_lanceolatus" 0.0584821755855755
