Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn
Physeter_catodon	57	81	1	1	1	0.333333333333333	0.666666666666667
Pimelodella_chagresi	41.125	226	0.111111111111111	49	5	0.9	0.1
Pituophis_deppei	47.3230994152047	710	0.547727272727273	24	14	0.645161290322581	0.354838709677419
Pituophis_lineaticollis	45	246	1	5	6	0.5	0.5
Plagioscion_squamosissimus	64	64	0.0769230769230769	3	1	0.928571428571429	0.0714285714285714
Plecotus_macrobullaris	48.3333333333333	203	0.272727272727273	20	5	0.785714285714286	0.214285714285714
Plethodon_cinereus	29.6666666666667	34	0.75	0.5	1	0.166666666666667	0.833333333333333
Plethodon_elongatus	58.8	150	0.333333333333333	7	3	0.75	0.25
Plethodon_stormi	51.3333333333333	160	0.272727272727273	13	3	0.785714285714286	0.214285714285714
Poecilia_mexicana	94.6666666666667	145	0.181818181818182	8	1	0.846153846153846	0.153846153846154
Prionailurus_bengalensis	46	0	0	11	0	1	0
Prochilodus_lineatus	59.75	81	0.285714285714286	4	1	0.777777777777778	0.222222222222222
Prochilodus_nigricans	21	0	0	3	0	1	0
Procyon_lotor	21	42	0.2	5	1	0.833333333333333	0.166666666666667
Pseudoxiphophorus_bimaculatus	46.8333333333333	501	0.269196428571429	19	7	0.780487804878049	0.219512195121951
Rachycentron_canadum	21	21	0.5	2	1	0.5	0.5
Rastrelliger_kanagurta	46.2	98	0.333333333333333	5	2	0.75	0.25
Sabanejewia_balcanica	21	10.5	0.03125	10	0.5	0.970588235294118	0.0294117647058824
Salamandrella_keyserlingii	28.4166666666667	45	0.1125	8	1	0.875	0.125
Salmo_trutta	21	21	0	0	1	0	1
Satanoperca_jurupari	21	37	0.2	9	1	0.833333333333333	0.166666666666667
Scarus_ghobban	21	21	0.032258064516129	26	1	0.96875	0.03125
Scarus_rubroviolaceus	99	49.5	0	3	0.5	0.9	0.1
Sceloporus_aeneus	46.2857142857143	295	0.157894736842105	42	6	0.863636363636364	0.136363636363636
Sceloporus_scalaris	50.0909090909091	436	0.169230769230769	59	9	0.855263157894737	0.144736842105263
Sceloporus_slevini	50.9222222222222	314	0.21875	30	6	0.82051282051282	0.179487179487179
Schizothorax_richardsonii	42.5	141	0.5	5	3	0.666666666666667	0.333333333333333
Scleropages_formosus	64.7	215	0.5	8	2	0.639247311827957	0.360752688172043
Scomber_australasicus	NA	0	0	2	0	1	0
Scomberomorus_semifasciatus	21	21	0.25	3	1	0.8	0.2
Sebastiscus_marmoratus	21	0	0	2	0	1	0
Sicydium_buscki	38.5	0	0	4	0	1	0
Sicydium_punctatum	21	0	0	3	0	1	0
Sistrurus_catenatus	58	58	0.166666666666667	3	1	0.75	0.25
Sphenodon_punctatus	30.5	61	0.162337662337662	7	2	0.860576923076923	0.139423076923077
Stenella_attenuata	21	0	0	12	0	1	0
Stenella_longirostris	58	21	0.2	3	1	0.833333333333333	0.166666666666667
Sus_scrofa	59.5	270	1	4	5	0.5	0.5
Tamias_dorsalis	21	21	0.0416666666666667	15	1	0.96	0.04
Tarentola_mauritanica	47.9090909090909	491	0.218253968253968	30	9	0.818181818181818	0.181818181818182
Thryothorus_nigricapillus	41	63	0.125	6.5	1	0.888888888888889	0.111111111111111
Thylacinus_cynocephalus	68.5	56	0.16025641025641	4.5	1	0.857142857142857	0.142857142857143
Thymallus_arcticus	21	21	0.0232558139534884	35	1	0.977272727272727	0.0227272727272727
Tor_putitora	85	333	1.83333333333333	1	4	0.333333333333333	0.666666666666667
Tursiops_truncatus	43.1666666666667	28	0.2	5	1	0.833333333333333	0.166666666666667
Urocyon_cinereoargenteus	39.5	58	0.636363636363636	2	1	0.611111111111111	0.388888888888889
Urosaurus_nigricaudus	41.5555555555556	257	0.157894736842105	54	7	0.863636363636364	0.136363636363636
Ursus_arctos	65.8333333333333	102	0.236111111111111	3	2	0.8	0.2
Ursus_spelaeus	50.3333333333333	74	0.2	6.5	1	0.833333333333333	0.166666666666667
Uta_stansburiana	22	42	0.1	28	2	0.909090909090909	0.0909090909090909
Vireo_altiloquus	21.5	15	0.054093567251462	8	1	0.948684210526316	0.0513157894736842
Vulpes_lagopus	NA	0	0	4	0	1	0
Xanthomixis_zosterops	48	96	0.0615530303030303	29.5	2	0.942016806722689	0.0579831932773109
Xerotyphlops_vermicularis	40.3333333333333	325	0.407407407407407	25	9	0.710526315789474	0.289473684210526
Zanclus_cornutus	22	21	0.25	2	1	0.666666666666667	0.333333333333333
Ziphius_cavirostris	39.8333333333333	104	0.238095238095238	17	2	0.795150501672241	0.204849498327759
Zosterops_capensis	33.3333333333333	0	0	7	0	1	0
Zosterops_flavifrons	21.25	42	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333
Zosterops_lateralis	32.5	27	0.0833333333333333	3	1	0.857142857142857	0.142857142857143
