Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn
Agonostomus_monticola	36.8571428571429	222	0.0985915492957746	71	7	0.91025641025641	0.0897435897435897
Ailuropoda_melanoleuca	21	42	0.333333333333333	4	2	0.75	0.25
Akodon_montensis	35.3333333333333	79	0.214285714285714	15	3	0.823529411764706	0.176470588235294
Akodon_spegazzinii	21.6666666666667	64	0.142857142857143	14	3	0.875	0.125
Alectoris_chukar	56	0	0	4	0	1	0
Alectoris_rufa	60	60	0.5	2	1	0.666666666666667	0.333333333333333
Alethe_poliocephala	38.8333333333333	238	0.114285714285714	44	6	0.897435897435897	0.102564102564103
Alouatta_belzebul	81	22	0.0909090909090909	8	1	0.916666666666667	0.0833333333333333
Alouatta_caraya	41.6666666666667	33	0.25	4.5	1	0.775	0.225
Alouatta_guariba	52.75	160	0.422222222222222	9	3	0.692307692307692	0.307692307692308
Amatitlania_nigrofasciata	35.3333333333333	57	0.25	9	2	0.8	0.2
Ambystoma_barbouri	29.3333333333333	88	0.0483870967741935	54	3	0.953846153846154	0.0461538461538462
Amolops_mantzorum	39.5	158	0.142857142857143	23	4	0.875	0.125
Amyda_cartilaginea	39.3333333333333	236	0.214285714285714	25	6	0.823529411764706	0.176470588235294
Anaecypris_hispanica	81	81	0.166666666666667	10	1	0.857142857142857	0.142857142857143
Anguilla_australis_australis	21	21	0.333333333333333	3	1	0.75	0.25
Anguilla_australis_schmidti	21	21	0.5	2	1	0.666666666666667	0.333333333333333
Anguilla_bicolor_bicolor	82	143	0.142857142857143	5	1	0.875	0.125
Anguilla_bicolor_pacifica	82	0	0	4	0	1	0
Anguilla_celebesensis	51	0	0	7	0	1	0
Anguilla_japonica	23	23	0.25	3	1	0.8	0.2
Anguilla_luzonensis	60	0	0	4	0	1	0
Anguilla_marmorata	22	21	0.166666666666667	5	1	0.857142857142857	0.142857142857143
Anodorhynchus_hyacinthinus	58	58	0.75	1	1	0.5	0.5
Anourosorex_squamipes	41	102	0.0740740740740741	26	2	0.931034482758621	0.0689655172413793
Apodemus_agrarius	43.6571428571429	160	0.241379310344828	19	4	0.805555555555556	0.194444444444444
Apodemus_argenteus	21	21	0.0303030303030303	18	1	0.970588235294118	0.0294117647058824
Apodemus_chejuensis	21	42	0.2	7	2	0.833333333333333	0.166666666666667
Apodemus_chevrieri	34	144	0.122448979591837	44	5	0.890909090909091	0.109090909090909
Apodemus_draco	51	132	0.109126984126984	25	2	0.901612903225806	0.0983870967741935
Apodemus_flavicollis	35.5	71	0.2	9	2	0.833333333333333	0.166666666666667
Apodemus_ilex	21	63	0.125	25	3	0.888888888888889	0.111111111111111
Apodemus_latronum	36.8571428571429	109	0.115384615384615	22	2	0.896551724137931	0.103448275862069
Apodemus_peninsulae	81	155	0.2	7	2	0.833333333333333	0.166666666666667
Apodemus_speciosus	21	42	0.142857142857143	11	1	0.875	0.125
Apodemus_sylvaticus	21	21	0.0769230769230769	6	1	0.928571428571429	0.0714285714285714
Apteronotus_albifrons	58.1666666666667	40.5	0.0384615384615385	23.5	1	0.961481481481481	0.0385185185185185
Arctocephalus_forsteri	45	145	0.166666666666667	6	2	0.857142857142857	0.142857142857143
Artibeus_cinereus	39	60	0.25	6	2	0.8	0.2
Artibeus_fimbriatus	21	15	0.0344827586206897	17	1	0.966666666666667	0.0333333333333333
Artibeus_glaucus	27.25	123	0.0428571428571429	85	3	0.958904109589041	0.0410958904109589
Artibeus_intermedius	45	45	0.0714285714285714	13	1	0.933333333333333	0.0666666666666667
Artibeus_jamaicensis	33.5	65	0.04	32	1	0.961538461538462	0.0384615384615385
Artibeus_lituratus	46	0	0	18	0	1	0
Artibeus_obscurus	39.5	67	0.0512820512820513	26	1	0.951219512195122	0.0487804878048781
Artibeus_phaeotis	58	58	0.142857142857143	4	1	0.875	0.125
Artibeus_planirostris	51	81	0.0555555555555556	20	1	0.947368421052632	0.0526315789473684
Aspidomorphus_lineaticollis	51.8636363636364	1141	0.254787406686141	79	22	0.796949082663368	0.203050917336632
Astyanax_aeneus	41	79	0.333333333333333	9	2	0.75	0.25
Atherinomorus_endrachtensis	22	21	0.0769230769230769	2	1	0.916666666666667	0.0833333333333333
Auxis_rochei	83.6666666666667	0	0	13	0	1	0
Auxis_thazard	21	0	0	5	0	1	0
Avahi_laniger	67.5	475	0.343137254901961	28	7	0.739130434782609	0.260869565217391
Balaena_mysticetus	36.5	42	0.333333333333333	3	2	0.75	0.25
Balaenoptera_physalus	70.5	58	0.138095238095238	4	1	0.878676470588235	0.121323529411765
Bambusicola_thoracicus	58	63	0.12	25	2	0.892857142857143	0.107142857142857
Bandicota_indica	34	22	0.00735294117647059	28	1	0.992700729927007	0.0072992700729927
Barbatula_barbatula	34.5714285714286	159	0.0895522388059701	66	6	0.917808219178082	0.0821917808219178
Barbatula_vardarensis	62	196.5	0.263157894736842	16	3	0.791666666666667	0.208333333333333
Barbus_barbus	58	58	0.5	2	1	0.666666666666667	0.333333333333333
Barbus_plebejus	15	15	0	1	1	0.666666666666667	0.333333333333333
Barbus_rebeli	21	105	0.119047619047619	41	5	0.893617021276596	0.106382978723404
Bathygobius_geminatus	19.3333333333333	0	0	8	0	1	0
Bathygobius_soporator	33.5	21	0.0714285714285714	14	1	0.933333333333333	0.0666666666666667
Bison_bison	51	65.5	1	1	1	0.5	0.5
Bison_bonasus	73.3333333333333	162	0.0967741935483871	17	2	0.911764705882353	0.0882352941176471
Bison_priscus	68.5	21	0.142857142857143	5	1	0.875	0.125
Biwia_zezera	26.5	21	0.0307765151515152	28	1	0.96969696969697	0.0303030303030303
Blarina_brevicauda	39.5	84	0.142857142857143	16	2	0.875	0.125
Blarinella_griselda	21.75	21	0.0172413793103448	54	1	0.983050847457627	0.0169491525423729
Boa_constrictor	51	351	0.226415094339623	51	8	0.815384615384615	0.184615384615385
Boleophthalmus_pectinirostris	60.25	99	0.181818181818182	7	1	0.846153846153846	0.153846153846154
Bombina_bombina	39.5	21	0.142857142857143	6	1	0.875	0.125
Bombina_maxima	55.2	105	0.19375	8	2	0.837719298245614	0.162280701754386
Bombina_variegata	27.2	78	0.0740740740740741	75	4	0.931034482758621	0.0689655172413793
Boops_boops	19	0	0	6	0	1	0
Bos_frontalis	40.0576923076923	331.5	0.188405797101449	67	8	0.83641975308642	0.16358024691358
Bos_grunniens	58	81	0.181818181818182	4	1	0.833333333333333	0.166666666666667
Bos_indicus	25.375	84	0.296703296703297	10	3	0.764705882352941	0.235294117647059
Bos_taurus	41.6	86	0.333333333333333	5	2	0.75	0.25
Brachyphylla_cavernarum	42.5	64	1	1	1	0.5	0.5
Branchiostoma_belcheri	21	21	0.203592814371257	10	3	0.830845771144279	0.169154228855721
Branchiostoma_floridae	44.375	68	0.0909090909090909	19	2	0.916666666666667	0.0833333333333333
Branchiostoma_lanceolatum	40.2352941176471	64	0.211111111111111	7	2	0.818181818181818	0.181818181818182
Brienomyrus_sp	43.6666666666667	174	0.106060606060606	25	3	0.904109589041096	0.0958904109589041
Bubalus_bubalis	58	58	0.1	9	1	0.909090909090909	0.0909090909090909
Bungarus_candidus	81	81	0.0454545454545455	19	1	0.956521739130435	0.0434782608695652
Cacajao_calvus	68	74	0.179487179487179	24	1	0.838709677419355	0.161290322580645
Caiman_crocodilus	62.9083333333333	119.5	0.636363636363636	2	2	0.596749226006192	0.403250773993808
Calliope_calliope	22	22	0.291666666666667	3	1	0.75	0.25
Callosciurus_erythraeus	46.7424242424242	400	0.126984126984127	82	9	0.887323943661972	0.112676056338028
Calomys_callosus	41.3666666666666	112	0.240384615384615	4	2	0.80625	0.19375
Calomys_expulsus	21	22	0.125	14	1	0.888888888888889	0.111111111111111
Camelus_bactrianus	71.75	155	0.333333333333333	3	2	0.75	0.25
Camelus_dromedarius	74	74	0.5	2	2	0.6	0.4
Campostoma_anomalum	34.8375	157.5	0.0666666666666667	95	6	0.9375	0.0625
Campostoma_oligolepis	33.3333333333333	135	0.0666666666666667	27	4	0.9375	0.0625
Campostoma_ornatum	35.3333333333333	105	0.107142857142857	28	3	0.903225806451613	0.0967741935483871
Campylomormyrus_compressirostris	44.6666666666667	81	0.285714285714286	6	1	0.75	0.25
Campylomormyrus_numenius	52.6666666666667	158	0.348484848484849	9	3	0.733333333333333	0.266666666666667
Candidia_barbatus	33.9160839160839	350	0.144578313253012	82	10	0.873684210526316	0.126315789473684
Canis_aureus	33.3333333333333	64	0.133333333333333	16	2	0.882352941176471	0.117647058823529
Capra_aegagrus	58	137	0.0983870967741935	30	2	0.909090909090909	0.0909090909090909
Capra_hircus	58.75	61	0.25	2	1	0.8	0.2
Capra_sibirica	50	29	0.00649350649350649	49.5	0.5	0.993589743589744	0.00641025641025641
Capreolus_capreolus	33.6666666666667	79	0.0714285714285714	12	1	0.933333333333333	0.0666666666666667
Capreolus_pygargus	81	81	0.105555555555556	9	1	0.9	0.1
Carasobarbus_fritschii	21	42	0.2	6	1	0.833333333333333	0.166666666666667
Carassius_auratus	21.9444444444444	106	0.0847457627118644	59	5	0.921875	0.078125
Carassius_auratus_auratus	87	143	0.0833333333333333	14	1	0.923076923076923	0.0769230769230769
Carassius_gibelio	21	0	0	4	0	1	0
Cardinalis_cardinalis	44.4333333333334	237	0.171428571428571	19	5	0.853658536585366	0.146341463414634
Carollia_brevicauda	55.8333333333333	153	0.181818181818182	18	3	0.846153846153846	0.153846153846154
Carollia_castanea	44.2916666666667	168	0.0833333333333333	69	4	0.923076923076923	0.0769230769230769
Carollia_perspicillata	33.3333333333333	100	0.2	18	3	0.833333333333333	0.166666666666667
Carollia_sowelli	42.3333333333333	173	0.233333333333333	23	5	0.8	0.2
Carpiodes_carpio	21	21	0.133333333333333	9	1	0.882352941176471	0.117647058823529
Carpiodes_cyprinus	21	21	0.1	9	1	0.909090909090909	0.0909090909090909
Catharus_guttatus	68	58	0.037037037037037	22	1	0.964285714285714	0.0357142857142857
Catharus_minimus	56.5	56	0.5	2	1	0.666666666666667	0.333333333333333
Catharus_ustulatus	58	58	0.0588235294117647	14	1	0.944444444444444	0.0555555555555556
Cathorops_mapale	21	0	0	3	0	1	0
Cathorops_wayuu	58	58	0.333333333333333	3	1	0.75	0.25
Catopuma_temminckii	58	58	0.2	5	1	0.833333333333333	0.166666666666667
Cavia_aperea	45.6666666666667	151	0.142857142857143	29	4	0.875	0.125
Cavia_porcellus	71.1333333333334	366	0.625	8	5	0.615384615384615	0.384615384615385
Cercopithecus_albogularis	56.6	634	0.446808510638298	20	11	0.691176470588235	0.308823529411765
Cervus_elaphus	35.7083333333333	111	0.2	16	3	0.833333333333333	0.166666666666667
Chamaeleo_chamaeleon	45.2857142857143	169	0.232142857142857	19	4	0.811764705882353	0.188235294117647
Chilabothrus_inornatus	81	81	0.416666666666667	2	1	0.666666666666667	0.333333333333333
Chilabothrus_monensis	58.8333333333333	21	0.245	5	1	0.8	0.2
Chimarrogale_himalayica	33.5555555555556	260	0.075	118	7	0.930232558139535	0.0697674418604651
Chionomys_roberti	33.5	64	0.166666666666667	10	2	0.857142857142857	0.142857142857143
Chlamydotis_undulata	30.5	81	0.166666666666667	18	2	0.826086956521739	0.173913043478261
Chlorocebus_aethiops	42.2857142857143	242	0.230769230769231	20	6	0.805555555555556	0.194444444444444
Chlorocebus_pygerythrus	58.2803921568627	711	0.34375	36	13	0.744186046511628	0.255813953488372
Chlorocebus_sabaeus	40.4	56	0.2	11	2	0.833333333333333	0.166666666666667
Chlorocebus_tantalus	59.3333333333333	236	0.256578947368421	20.5	5	0.795833333333333	0.204166666666667
Chlorocharis_emiliae	21	31.5	0.0869565217391304	19	1	0.918333333333333	0.0816666666666667
Clupea_harengus	28.75	0	0	11	0	1	0
Clupea_pallasii	65	94	0.0714285714285714	10	1	0.933333333333333	0.0666666666666667
Cobitis_elongatoides	22	22	0.275	5	1	0.769230769230769	0.230769230769231
Cobitis_lutheri	58	0	0	4	0	1	0
Cobitis_melanoleuca_granoei	58	0	0	3	0	1	0
Cobitis_paludica	67.5833333333333	140	0.25	8	2	0.8	0.2
Cobitis_taenia	21	21	0.333333333333333	3	1	0.75	0.25
Codoma_ornata	21	63	0.0625	56	3	0.941176470588235	0.0588235294117647
Colobus_angolensis	46	104	0.333333333333333	9	3	0.75	0.25
Coluber_constrictor	52.0769230769231	288.5	0.110867275280899	63	5	0.900199174847062	0.0998008251529378
Comephorus_baicalensis	21	0	0	5	0	1	0
Comephorus_dybowskii	21	0	0	3	0	1	0
Conolophus_subcristatus	42.675	67	0.307692307692308	5	2	0.764705882352941	0.235294117647059
Contia_tenuis	39.5	73	0.15	18	2	0.869565217391304	0.130434782608696
Copsychus_saularis	21	42	0.0555555555555556	54	2	0.947368421052632	0.0526315789473684
Corallus_hortulanus	83.6666666666667	102	0.0909090909090909	11	1	0.916666666666667	0.0833333333333333
Coregonus_lavaretus	21	21	0.105555555555556	7	1	0.904545454545455	0.0954545454545455
Coreoleuciscus_splendidus	22	79	0.043956043956044	90	3	0.957894736842105	0.0421052631578947
Corvus_corax	40.25	161	0.0888888888888889	33	4	0.918367346938776	0.0816326530612245
Corvus_corone	63.375	81	0.0833333333333333	26	1	0.923076923076923	0.0769230769230769
Corvus_macrorhynchos	21	21	0.125	5	1	0.888888888888889	0.111111111111111
Corydoras_sp	38.2208333333333	408	0.112903225806452	124	11.5	0.898550724637681	0.101449275362319
Cricetus_cricetus	46.9166666666667	42	0.0714285714285714	9	1	0.933333333333333	0.0666666666666667
Crocidura_beatus	36.5	42	0.0526315789473684	32	2	0.95	0.05
Crocidura_dsinezumi	58	124	0.0810810810810811	11	2	0.925	0.075
Crocidura_grayi	35.3333333333333	100	0.0869565217391304	27	2	0.92	0.08
Crocidura_monticola	52.8717948717949	349	0.206896551724138	32	5	0.828571428571429	0.171428571428571
Crocidura_olivieri	21	21	0.0434782608695652	23	1	0.958333333333333	0.0416666666666667
Crocidura_palawanensis	69.5	81	0.0488095238095238	3	1	0.952380952380952	0.0476190476190476
Crocidura_paradoxura	21	21	0.0196078431372549	51	1	0.980769230769231	0.0192307692307692
Crocidura_shantungensis	56.125	116	0.157894736842105	13	2	0.863636363636364	0.136363636363636
Crocidura_sibirica	23	0	0	8	0	1	0
Crocidura_tanakae	64	145	0.25	7	2	0.8	0.2
Crocodylus_acutus	48	81	0.14651493598862	3	1	0.863636363636364	0.136363636363636
Crocodylus_niloticus	42.4176470588235	122.5	0.222222222222222	10	2	0.815578894723681	0.184421105276319
Cryptomys_hottentotus	49.5	495	0.20253164556962	78	10	0.831578947368421	0.168421052631579
Crystallaria_asprella	54.5	436	0.0982142857142857	70	8	0.910569105691057	0.0894308943089431
Ctenomys_pearsoni	62.9523809523809	160	0.363636363636364	12	3	0.733333333333333	0.266666666666667
Ctenomys_rionegrensis	66.3333333333333	125	0.2	4	1	0.833333333333333	0.166666666666667
Ctenomys_sp	45.95	341	0.142857142857143	51	7	0.875	0.125
Ctenomys_torquatus	57.3333333333333	147	1	3	3	0.5	0.5
Ctenotus_atlas	21	63	0.2	20	3	0.833333333333333	0.166666666666667
Ctenotus_dux	27.625	101	0.118823529411765	15	4	0.892857142857143	0.107142857142857
Ctenotus_inornatus	38.5	251	0.1	64	7	0.909090909090909	0.0909090909090909
Ctenotus_leonhardii	30.7142857142857	230	0.0818181818181818	100	7	0.92436974789916	0.0756302521008403
Ctenotus_pantherinus	41.6666666666667	123	0.0666666666666667	30	3	0.9375	0.0625
Ctenotus_piankai	32.1818181818182	223	0.0736842105263158	94	7	0.931372549019608	0.0686274509803922
Ctenotus_quattuordecimlineatus	34.1111111111111	168	0.0727272727272727	104	5	0.932203389830508	0.0677966101694915
Culter_alburnus	21	0	0	4	0	1	0
Cuora_trifasciata	48.3333333333333	581	0.18385698808234	66	12	0.84469696969697	0.15530303030303
Cyanopica_cyanus	58	58	0.258851674641148	3	1	0.791666666666667	0.208333333333333
Cynomys_ludovicianus	58.5	103	0.333333333333333	6	2	0.75	0.25
Cynomys_mexicanus	58	50.5	0.5	2	1	0.666666666666667	0.333333333333333
Cynops_ensicauda	39.55	237	0.289408866995074	12	5	0.773333333333333	0.226666666666667
Cynops_pyrrhogaster	36.8333333333333	442	0.215384615384615	63	13	0.822784810126582	0.177215189873418
Cynopterus_brachyotis	23	36	0.215384615384615	6	1	0.8125	0.1875
Cynopterus_sp	32.4	147	0.08	52	4	0.925925925925926	0.0740740740740741
Cynopterus_sphinx	29.6666666666667	89	0.12	23	3	0.892857142857143	0.107142857142857
Cyprinella_lutrensis	31.25	201	0.0573924731182796	118	6	0.945723387629981	0.0542766123700186
Cyprinella_venusta	37.6666666666667	194	0.0789473684210526	71	5	0.926829268292683	0.0731707317073171
Cyprinodon_variegatus	21	21	0.0454545454545455	15	1	0.956521739130435	0.0434782608695652
Cyprinus_carpio	42.5	85	0.240384615384615	10	2	0.8	0.2
Danio_rerio	21	126	0.115384615384615	49	6	0.896551724137931	0.103448275862069
Dasypus_novemcinctus	40	56	0.2	5	1	0.833333333333333	0.166666666666667
Delphinus_delphis	21	0	0	7	0	1	0
Deltamys_kempi	21	57	0.235294117647059	15	3	0.80952380952381	0.19047619047619
Desmodus_rotundus	50.6538461538462	807	0.52	48	17	0.657894736842105	0.342105263157895
Diadophis_punctatus	44.9333333333334	422	0.172413793103448	57	9	0.852941176470588	0.147058823529412
Dicamptodon_tenebrosus	51	56	0.0833333333333333	14	1	0.923076923076923	0.0769230769230769
Diplodus_vulgaris	21	0	0	4	0	1	0
Diplomystes_nahuelbutaensis	21	0	0	25	0	1	0
Dipodillus_campestris	42.3388888888889	116	0.1	18	2	0.909090909090909	0.0909090909090909
Diptychus_maculatus	28.5	137	0.13953488372093	38	5	0.877551020408163	0.122448979591837
Drymarchon_couperi	111.25	164	0.133333333333333	13.5	1	0.878676470588235	0.121323529411765
Dryomys_nitedula	41	246	0.0659340659340659	88	6	0.938144329896907	0.0618556701030928
Echinotriton_andersoni	51	58	0.12390350877193	11	1	0.888888888888889	0.111111111111111
Ectopistes_migratorius	21	0	0	2	0	1	0
Eidolon_dupreanum	58	58	0.181818181818182	8	1	0.846153846153846	0.153846153846154
Eidolon_helvum	58	0	0	6	0	1	0
Elaphe_quadrivirgata	21	42	0.3125	8	2	0.761904761904762	0.238095238095238
Elassoma_zonatum	44.6153846153846	599	0.14018691588785	96	14	0.877049180327869	0.122950819672131
Elephas_maximus	22	22.5	0.0909090909090909	10.5	1	0.916666666666667	0.0833333333333333
Eleutheronema_tetradactylum	79.5	58	0.25	4	1	0.8	0.2
Elgaria_multicarinata	46.3333333333333	139	0.142857142857143	24	3	0.875	0.125
Elopichthys_bambusa	77	271.5	2	1	4	0.236111111111111	0.763888888888889
Empidonax_traillii	45	32	0.25	3	1	0.8	0.2
Engraulis_encrasicolus	21	21	0.0357142857142857	11	1	0.96551724137931	0.0344827586206897
Eopsaltria_australis	45.1538461538462	120	0.226415094339623	4	2	0.815384615384615	0.184615384615385
Eospalax_baileyi	46	372	0.169491525423729	53	8	0.855072463768116	0.144927536231884
Eospalax_cansus	52	42	0.0444444444444444	23	1	0.957446808510638	0.0425531914893617
Eothenomys_chinensis	37.5	219	0.0652173913043478	89	6	0.938775510204082	0.0612244897959184
Eothenomys_custos	32.7142857142857	58	0.0551181102362205	126	1	0.947761194029851	0.0522388059701493
Eothenomys_melanogaster	57.5	107.5	0.0833333333333333	36	2.5	0.923076923076923	0.0769230769230769
Eothenomys_miletus	41	63	0.0904995904995905	31.5	3	0.917011019283747	0.0829889807162534
Eozapus_setchuanus	34.25	143	0.0816326530612245	98	5	0.924528301886792	0.0754716981132075
Epinephelus_coioides	64	64	0.153846153846154	7	1	0.857142857142857	0.142857142857143
Epinephelus_fuscoguttatus	39.5	22	0.1	3	1	0.909090909090909	0.0909090909090909
Epinephelus_lanceolatus	58	155	0.238938053097345	3	2	0.805755395683453	0.194244604316547
Epinephelus_marginatus	50.5	121	0.708333333333333	3	2	0.571428571428571	0.428571428571429
Epomophorus_gambianus	21	0	0	8	0	1	0
Epomops_buettikoferi	58	58	0.25	4	1	0.8	0.2
Epomops_franqueti	81	128	0.125	8	1	0.888888888888889	0.111111111111111
Equus_asinus	41.6666666666667	56	0.2	9	1	0.818181818181818	0.181818181818182
Equus_caballus	58	0	0	6	0	1	0
Eremias_argus	59.5	182	0.1	28	2	0.909090909090909	0.0909090909090909
Eremias_brenchleyi	47.3571428571429	740	0.2	87	16	0.833333333333333	0.166666666666667
Eremias_persica	51	423	0.132530120481928	70	9	0.882978723404255	0.117021276595745
Eremias_velox	61.0454545454545	269	0.2	17	7	0.833333333333333	0.166666666666667
Eschrichtius_robustus	48.25	46	0.5	2	1	0.666666666666667	0.333333333333333
Esox_lucius	81	81	0.166666666666667	1	1	0.666666666666667	0.333333333333333
Etheostoma_caeruleum	26.7261904761905	121	0.0958904109589041	67	4	0.9125	0.0875
Etheostoma_crossopterum	31	84	0.0866141732283465	20	1	0.920289855072464	0.0797101449275362
Etheostoma_fragi	21	21	0.2	3	1	0.833333333333333	0.166666666666667
Etheostoma_kantuckeense	21	84	0.115831842576029	41	4	0.895833333333333	0.104166666666667
Etheostoma_lawrencei	19	42	0.0769230769230769	25	2	0.928571428571429	0.0714285714285714
Etheostoma_nigripinne	40.3333333333333	295	0.153846153846154	100	11	0.866666666666667	0.133333333333333
Etheostoma_olmstedi	34.6875	121	0.103896103896104	54.5	4	0.905882352941176	0.0941176470588235
Etheostoma_spectabile	21	105	0.0588235294117647	82	5	0.944444444444444	0.0555555555555556
Etheostoma_tetrazonum	21	105	0.0789473684210526	73	5	0.926829268292683	0.0731707317073171
Etheostoma_uniporum	26.2857142857143	163	0.179487179487179	37	6	0.847826086956522	0.152173913043478
Euchiloglanis_kishinouyei	84.8571428571429	327	1	4	5	0.444444444444444	0.555555555555556
Euchoreutes_naso	51	0	0	9	0	1	0
Eulemur_rubriventer	56.5	110	0.222527472527473	12	2	0.8125	0.1875
Eulemur_rufus	40.25	114	0.21395881006865	11	3	0.821428571428571	0.178571428571429
Eumetopias_jubatus	61	129	1	1	2	0.5	0.5
Eurycea_multiplicata	46.0666666666667	331	0.0970873786407767	89	7	0.911504424778761	0.0884955752212389
Eurycea_tynerensis	47.3636363636364	360	0.127272727272727	74	8	0.887096774193548	0.112903225806452
Exocoetus_monocirrhus	21	0	0	9	0	1	0
Exocoetus_volitans	32	0	0	6	0	1	0
Falco_peregrinus	155	155	0.1	6	1	0.909090909090909	0.0909090909090909
Falco_tinnunculus	42.5	38	0.0909090909090909	12	1	0.894736842105263	0.105263157894737
Felis_catus	76.0119047619048	303	0.714285714285714	6	4	0.555555555555556	0.444444444444444
Fundulus_notatus	47.75	230	0.142684108527132	34	5	0.872727272727273	0.127272727272727
Fundulus_olivaceus	30.5	181	0.210526315789474	20	5	0.826086956521739	0.173913043478261
Gadus_chalcogrammus	47.25	29	0.25	4	1	0.8	0.2
Gadus_morhua	21	0	0	4	0	1	0
Galea_musteloides	53.4	111.5	0.126760563380282	34.5	3.5	0.8875	0.1125
Galemys_pyrenaicus	39.4166666666667	45	0.222222222222222	7	2	0.818181818181818	0.181818181818182
Gallotia_galloti	21	0	0	9	0	1	0
Gallus_gallus	61	22	0.154761904761905	4	1	0.857142857142857	0.142857142857143
Garra_orientalis	23	21	0.05	7	1	0.888888888888889	0.111111111111111
Garrulax_canorus	69	0	0	4	0	1	0
Garrulax_chinensis	95	0	0	10	0	1	0
Gazella_dorcas	59.6666666666667	85	0.166666666666667	10	2	0.857142857142857	0.142857142857143
Gazella_gazella	55	46	0.037037037037037	5	1	0.964285714285714	0.0357142857142857
Gazella_subgutturosa	68.3333333333333	136	0.5	3	2	0.666666666666667	0.333333333333333
Gekko_gecko	56.96	1394	0.4	61	25	0.713464696223317	0.286535303776683
Gekko_swinhonis	52.6153846153846	659	0.119352869352869	113	13	0.893129770992366	0.106870229007634
Genetta_genetta	50.5	80.5	0.048783712321523	39	2	0.953485576923077	0.0465144230769231
Genetta_maculata	38.6666666666667	21	0.129166666666667	8	1	0.882352941176471	0.117647058823529
Gerbilliscus_leucogaster	47.1111111111111	337	0.168079096045198	42	7	0.855072463768116	0.144927536231884
Gerbillus_gerbillus	69.75	0	0	13	0	1	0
Gerbillus_henleyi	39.4	143	0.189189189189189	48	4	0.840909090909091	0.159090909090909
Gerbillus_nancillus	21	21	0.0714285714285714	13	1	0.933333333333333	0.0666666666666667
Gerbillus_nanus	45.5	203	0.0833333333333333	57	4	0.923076923076923	0.0769230769230769
Gerbillus_pyramidum	58	58	0.1	3	1	0.909090909090909	0.0909090909090909
Gerbillus_tarabuli	21	21	0.0909090909090909	11	1	0.916666666666667	0.0833333333333333
Gila_nigrescens	54.3333333333333	21	0.2	3	1	0.8	0.2
Giraffa_camelopardalis	56.1	195	0.163978494623656	30	4	0.859126984126984	0.140873015873016
Girardinus_metallicus	51	81	0.208333333333333	5	1	0.827586206896552	0.172413793103448
Glaucomys_sabrinus	39.75	21	0.0547945205479452	3	1	0.901234567901235	0.0987654320987654
Glirulus_japonicus	40.8	107	0.0384615384615385	72	3	0.962962962962963	0.037037037037037
Gloydius_brevicaudus	40	64	0.0714285714285714	27	1	0.933333333333333	0.0666666666666667
Gloydius_ussuriensis	108.5	112	0.5	1	1	0.5	0.5
Glyptothorax_zanaensis	45	58	0.089572192513369	21	1	0.916666666666667	0.0833333333333333
Gobio_gobio	50.1	215	0.25	4	2	0.8	0.2
Gobiobotia_brevibarba	15	0	0	5	0	1	0
Gobiobotia_macrocephala	21	21	0.166666666666667	5	1	0.857142857142857	0.142857142857143
